"","INC_DAYH","TEMP","DEWP","TEMPc","DEWPc","RH"
"56",2013-01-03 07:00:00,28,15,-2.22222222222222,-9.44444444444444,58.0834367267472
"57",2013-01-03 08:00:00,27,15,-2.77777777777778,-9.44444444444444,60.5004152926349
"58",2013-01-03 09:00:00,26,15,-3.33333333333333,-9.44444444444444,63.0283349653909
"59",2013-01-03 10:00:00,25,15,-3.88888888888889,-9.44444444444444,65.6727811213078
"60",2013-01-03 11:00:00,25,14,-3.88888888888889,-10,62.8904548081525
"61",2013-01-03 12:00:00,24,14,-4.44444444444444,-10,65.5416316705063
"62",2013-01-03 13:00:00,24,14,-4.44444444444444,-10,65.5416316705063
"63",2013-01-03 14:00:00,25,15,-3.88888888888889,-9.44444444444444,65.6727811213078
"64",2013-01-03 15:00:00,26,14,-3.33333333333333,-10,60.3566299301822
"65",2013-01-03 16:00:00,28,13,-2.22222222222222,-10.5555555555556,53.2460254923798
"66",2013-01-03 17:00:00,30,13,-1.11111111111111,-10.5555555555556,49.0959491044649
"67",2013-01-03 18:00:00,31,12,-0.555555555555556,-11.1111111111111,45.1294913402829
"68",2013-01-03 19:00:00,32,12,0,-11.1111111111111,43.3513405120275
"69",2013-01-03 20:00:00,32,13,0,-10.5555555555556,45.2983062288037
"70",2013-01-03 21:00:00,31,14,-0.555555555555556,-10,49.2599844656644
"71",2013-01-03 22:00:00,31,14,-0.555555555555556,-10,49.2599844656644
"72",2013-01-03 23:00:00,31,15,-0.555555555555556,-9.44444444444444,51.4465413864668
"73",2013-01-04 00:00:00,31,14,-0.555555555555556,-10,49.2599844656644
"74",2013-01-04 01:00:00,31,15,-0.555555555555556,-9.44444444444444,51.4465413864668
"75",2013-01-04 02:00:00,31,15,-0.555555555555556,-9.44444444444444,51.4465413864668
"76",2013-01-04 03:00:00,31,16,-0.555555555555556,-8.88888888888889,53.7175565897662
"77",2013-01-04 04:00:00,31,17,-0.555555555555556,-8.33333333333333,56.0758110491453
"78",2013-01-04 05:00:00,31,18,-0.555555555555556,-7.77777777777778,58.5241616314283
"79",2013-01-04 06:00:00,31,18,-0.555555555555556,-7.77777777777778,58.5241616314283
"80",2013-01-04 07:00:00,31,18,-0.555555555555556,-7.77777777777778,58.5241616314283
"81",2013-01-04 08:00:00,31,19,-0.555555555555556,-7.22222222222222,61.0655427446351
"82",2013-01-04 09:00:00,32,20,0,-6.66666666666667,61.2043713942324
"83",2013-01-04 10:00:00,33,20,0.555555555555556,-6.66666666666667,58.8130218132564
"84",2013-01-04 11:00:00,33,20,0.555555555555556,-6.66666666666667,58.8130218132564
"85",2013-01-04 12:00:00,34,21,1.11111111111111,-6.11111111111111,58.9559936891156
"86",2013-01-04 13:00:00,34,21,1.11111111111111,-6.11111111111111,58.9559936891156
"87",2013-01-04 14:00:00,34,21,1.11111111111111,-6.11111111111111,58.9559936891156
"88",2013-01-04 15:00:00,35,19,1.66666666666667,-7.22222222222222,52.0781594630369
"89",2013-01-04 16:00:00,36,19,2.22222222222222,-7.22222222222222,50.0654473660991
"90",2013-01-04 17:00:00,36,19,2.22222222222222,-7.22222222222222,50.0654473660991
"91",2013-01-04 18:00:00,37,19,2.77777777777778,-7.22222222222222,48.1378212770837
"92",2013-01-04 19:00:00,37,19,2.77777777777778,-7.22222222222222,48.1378212770837
"93",2013-01-04 20:00:00,36,19,2.22222222222222,-7.22222222222222,50.0654473660991
"94",2013-01-04 21:00:00,36,19,2.22222222222222,-7.22222222222222,50.0654473660991
"95",2013-01-04 22:00:00,36,20,2.22222222222222,-6.66666666666667,52.233629594512
"96",2013-01-04 23:00:00,35,20,1.66666666666667,-6.66666666666667,54.3322860675051
"97",2013-01-05 00:00:00,35,20,1.66666666666667,-6.66666666666667,54.3322860675051
"98",2013-01-05 01:00:00,35,20,1.66666666666667,-6.66666666666667,54.3322860675051
"99",2013-01-05 02:00:00,34,19,1.11111111111111,-7.22222222222222,54.1800746359037
"100",2013-01-05 03:00:00,34,19,1.11111111111111,-7.22222222222222,54.1800746359037
"101",2013-01-05 04:00:00,34,18,1.11111111111111,-7.77777777777778,51.921723934151
"102",2013-01-05 05:00:00,34,17,1.11111111111111,-8.33333333333333,49.7461729533234
"103",2013-01-05 06:00:00,33,17,0.555555555555556,-8.33333333333333,51.7643146912331
"104",2013-01-05 07:00:00,33,17,0.555555555555556,-8.33333333333333,51.7643146912331
"105",2013-01-05 08:00:00,32,16,0,-8.88888888888889,51.6059233357206
"106",2013-01-05 09:00:00,32,17,0,-8.33333333333333,53.8727187271793
"107",2013-01-05 10:00:00,32,17,0,-8.33333333333333,53.8727187271793
"108",2013-01-05 11:00:00,32,18,0,-7.77777777777778,56.2261633714946
"109",2013-01-05 12:00:00,32,18,0,-7.77777777777778,56.2261633714946
"110",2013-01-05 13:00:00,34,19,1.11111111111111,-7.22222222222222,54.1800746359037
"111",2013-01-05 14:00:00,36,20,2.22222222222222,-6.66666666666667,52.233629594512
"112",2013-01-05 15:00:00,39,19,3.88888888888889,-7.22222222222222,44.5223752954876
"113",2013-01-05 16:00:00,40,19,4.44444444444444,-7.22222222222222,42.8273052420031
"114",2013-01-05 17:00:00,42,20,5.55555555555556,-6.66666666666667,41.3681950460304
"115",2013-01-05 18:00:00,41,19,5,-7.22222222222222,41.2028006696909
"116",2013-01-05 19:00:00,42,20,5.55555555555556,-6.66666666666667,41.3681950460304
"117",2013-01-05 20:00:00,41,20,5,-6.66666666666667,42.9920107414665
"118",2013-01-05 21:00:00,40,20,4.44444444444444,-6.66666666666667,44.6860497871192
"119",2013-01-05 22:00:00,40,20,4.44444444444444,-6.66666666666667,44.6860497871192
"120",2013-01-05 23:00:00,39,19,3.88888888888889,-7.22222222222222,44.5223752954876
"121",2013-01-06 00:00:00,37,21,2.77777777777778,-6.11111111111111,52.3881425639044
"122",2013-01-06 01:00:00,37,21,2.77777777777778,-6.11111111111111,52.3881425639044
"123",2013-01-06 02:00:00,37,21,2.77777777777778,-6.11111111111111,52.3881425639044
"124",2013-01-06 03:00:00,36,21,2.22222222222222,-6.11111111111111,54.4835314352779
"125",2013-01-06 04:00:00,36,21,2.22222222222222,-6.11111111111111,54.4835314352779
"126",2013-01-06 05:00:00,36,22,2.22222222222222,-5.55555555555556,56.8177788432217
"127",2013-01-06 06:00:00,36,22,2.22222222222222,-5.55555555555556,56.8177788432217
"128",2013-01-06 07:00:00,35,21,1.66666666666667,-6.11111111111111,56.6713258461326
"129",2013-01-06 08:00:00,35,21,1.66666666666667,-6.11111111111111,56.6713258461326
"130",2013-01-06 09:00:00,35,24,1.66666666666667,-4.44444444444444,65.1203608659579
"131",2013-01-06 10:00:00,35,27,1.66666666666667,-2.77777777777778,73.5693958857833
"132",2013-01-06 11:00:00,35,30,1.66666666666667,-1.11111111111111,82.0184309056086
"133",2013-01-06 12:00:00,34,31,1.11111111111111,-0.555555555555556,88.7920634781705
"134",2013-01-06 13:00:00,35,31,1.66666666666667,-0.555555555555556,85.3690918175516
"135",2013-01-06 14:00:00,36,30,2.22222222222222,-1.11111111111111,78.8670908082436
"136",2013-01-06 15:00:00,38,30,3.33333333333333,-1.11111111111111,72.9561399267749
"137",2013-01-06 16:00:00,40,29,4.44444444444444,-1.66666666666667,64.8584168223917
"138",2013-01-06 17:00:00,43,28,6.11111111111111,-2.22222222222222,55.5159101240192
"139",2013-01-06 18:00:00,44,26,6.66666666666667,-3.33333333333333,49.2418074336709
"140",2013-01-06 19:00:00,45,26,7.22222222222222,-3.33333333333333,47.4084286843027
"141",2013-01-06 20:00:00,45,24,7.22222222222222,-4.44444444444444,43.6422798988029
"142",2013-01-06 21:00:00,45,24,7.22222222222222,-4.44444444444444,43.6422798988029
"143",2013-01-06 22:00:00,43,25,6.11111111111111,-3.88888888888889,49.0868067888633
"144",2013-01-06 23:00:00,43,24,6.11111111111111,-4.44444444444444,47.09370912704
"145",2013-01-07 00:00:00,43,25,6.11111111111111,-3.88888888888889,49.0868067888633
"146",2013-01-07 01:00:00,42,25,5.55555555555556,-3.88888888888889,51.0006708790459
"147",2013-01-07 02:00:00,42,25,5.55555555555556,-3.88888888888889,51.0006708790459
"148",2013-01-07 03:00:00,41,26,5,-3.33333333333333,55.2255650896192
"149",2013-01-07 04:00:00,41,26,5,-3.33333333333333,55.2255650896192
"150",2013-01-07 05:00:00,40,26,4.44444444444444,-3.33333333333333,57.3941549262729
"151",2013-01-07 06:00:00,39,27,3.88888888888889,-2.77777777777778,62.1497768025722
"152",2013-01-07 07:00:00,39,27,3.88888888888889,-2.77777777777778,62.1497768025722
"153",2013-01-07 08:00:00,38,27,3.33333333333333,-2.77777777777778,64.6079270950075
"154",2013-01-07 09:00:00,38,27,3.33333333333333,-2.77777777777778,64.6079270950075
"155",2013-01-07 10:00:00,38,27,3.33333333333333,-2.77777777777778,64.6079270950075
"156",2013-01-07 11:00:00,38,27,3.33333333333333,-2.77777777777778,64.6079270950075
"157",2013-01-07 12:00:00,39,27,3.88888888888889,-2.77777777777778,62.1497768025722
"158",2013-01-07 13:00:00,40,27,4.44444444444444,-2.77777777777778,59.7939914624288
"159",2013-01-07 14:00:00,41,26,5,-3.33333333333333,55.2255650896192
"160",2013-01-07 15:00:00,42,24,5.55555555555556,-4.44444444444444,48.9309139230878
"161",2013-01-07 16:00:00,43,21,6.11111111111111,-6.11111111111111,41.532755051815
"162",2013-01-07 17:00:00,43,20,6.11111111111111,-6.66666666666667,39.811437811477
"163",2013-01-07 18:00:00,44,20,6.66666666666667,-6.66666666666667,38.3187283750135
"164",2013-01-07 19:00:00,44,19,6.66666666666667,-7.22222222222222,36.7215152353579
"165",2013-01-07 20:00:00,43,18,6.11111111111111,-7.77777777777778,36.5550780458532
"166",2013-01-07 21:00:00,42,18,5.55555555555556,-7.77777777777778,37.9862288627305
"167",2013-01-07 22:00:00,41,18,5,-7.77777777777778,39.4790869384863
"168",2013-01-07 23:00:00,41,18,5,-7.77777777777778,39.4790869384863
"169",2013-01-08 00:00:00,40,18,4.44444444444444,-7.77777777777778,41.0365668773818
"170",2013-01-08 01:00:00,39,19,3.88888888888889,-7.22222222222222,44.5223752954876
"171",2013-01-08 02:00:00,40,20,4.44444444444444,-6.66666666666667,44.6860497871192
"172",2013-01-08 03:00:00,41,22,5,-5.55555555555556,46.7754636087777
"173",2013-01-08 04:00:00,39,21,3.88888888888889,-6.11111111111111,48.457812285558
"174",2013-01-08 05:00:00,38,24,3.33333333333333,-4.44444444444444,57.1078366243681
"175",2013-01-08 06:00:00,37,24,2.77777777777778,-4.44444444444444,59.379188219011
"176",2013-01-08 07:00:00,37,24,2.77777777777778,-4.44444444444444,59.379188219011
"177",2013-01-08 08:00:00,37,24,2.77777777777778,-4.44444444444444,59.379188219011
"178",2013-01-08 09:00:00,36,25,2.22222222222222,-3.88888888888889,64.3539121118365
"179",2013-01-08 10:00:00,36,25,2.22222222222222,-3.88888888888889,64.3539121118365
"180",2013-01-08 11:00:00,36,25,2.22222222222222,-3.88888888888889,64.3539121118365
"181",2013-01-08 12:00:00,36,25,2.22222222222222,-3.88888888888889,64.3539121118365
"182",2013-01-08 13:00:00,36,27,2.22222222222222,-2.77777777777778,69.8510876401849
"183",2013-01-08 14:00:00,39,26,3.88888888888889,-3.33333333333333,59.6566412423888
"184",2013-01-08 15:00:00,41,27,5,-2.77777777777778,57.5359332060469
"185",2013-01-08 16:00:00,45,29,7.22222222222222,-1.66666666666667,53.5907504202068
"186",2013-01-08 17:00:00,46,29,7.77777777777778,-1.66666666666667,51.6059233357206
"187",2013-01-08 18:00:00,47,29,8.33333333333333,-1.66666666666667,49.7015246188663
"188",2013-01-08 19:00:00,47,29,8.33333333333333,-1.66666666666667,49.7015246188663
"189",2013-01-08 20:00:00,47,29,8.33333333333333,-1.66666666666667,49.7015246188663
"190",2013-01-08 21:00:00,47,28,8.33333333333333,-2.22222222222222,47.7196737961332
"191",2013-01-08 22:00:00,46,30,7.77777777777778,-1.11111111111111,53.7370064353451
"192",2013-01-08 23:00:00,44,30,6.66666666666667,-1.11111111111111,57.955845135604
"193",2013-01-09 00:00:00,44,30,6.66666666666667,-1.11111111111111,57.955845135604
"194",2013-01-09 01:00:00,44,29,6.66666666666667,-1.66666666666667,55.6597289889541
"195",2013-01-09 02:00:00,43,29,6.11111111111111,-1.66666666666667,57.8167700475378
"196",2013-01-09 03:00:00,42,28,5.55555555555556,-2.22222222222222,57.6768021431543
"197",2013-01-09 04:00:00,41,28,5,-2.22222222222222,59.9304357774919
"198",2013-01-09 05:00:00,41,28,5,-2.22222222222222,59.9304357774919
"199",2013-01-09 06:00:00,41,27,5,-2.77777777777778,57.5359332060469
"200",2013-01-09 07:00:00,40,27,4.44444444444444,-2.77777777777778,59.7939914624288
"201",2013-01-09 08:00:00,41,28,5,-2.22222222222222,59.9304357774919
"202",2013-01-09 09:00:00,41,28,5,-2.22222222222222,59.9304357774919
"203",2013-01-09 10:00:00,39,28,3.88888888888889,-2.22222222222222,64.7336081300159
"204",2013-01-09 11:00:00,40,29,4.44444444444444,-1.66666666666667,64.8584168223917
"205",2013-01-09 12:00:00,39,30,3.88888888888889,-1.11111111111111,70.184684236253
"206",2013-01-09 13:00:00,40,32,4.44444444444444,0,73.1586551075567
"207",2013-01-09 14:00:00,44,32,6.66666666666667,0,62.7979748116164
"208",2013-01-09 15:00:00,47,32,8.33333333333333,0,56.0858654778085
"209",2013-01-09 16:00:00,48,33,8.88888888888889,0.555555555555556,56.2261633714946
"210",2013-01-09 17:00:00,48,32,8.88888888888889,0,54.0268884501976
"211",2013-01-09 18:00:00,47,33,8.33333333333333,0.555555555555556,58.3677942867592
"212",2013-01-09 19:00:00,47,34,8.33333333333333,1.11111111111111,60.7305515016993
"213",2013-01-09 20:00:00,48,35,8.88888888888889,1.66666666666667,60.8608893159592
"214",2013-01-09 21:00:00,49,36,9.44444444444444,2.22222222222222,60.9903871450349
"215",2013-01-09 22:00:00,49,36,9.44444444444444,2.22222222222222,60.9903871450349
"216",2013-01-09 23:00:00,48,36,8.88888888888889,2.22222222222222,63.301110679037
"217",2013-01-10 00:00:00,47,36,8.33333333333333,2.22222222222222,65.7083791787051
"218",2013-01-10 01:00:00,47,35,8.33333333333333,1.66666666666667,63.1765788397406
"219",2013-01-10 02:00:00,47,35,8.33333333333333,1.66666666666667,63.1765788397406
"220",2013-01-10 03:00:00,46,33,7.77777777777778,0.555555555555556,60.5993658005821
"221",2013-01-10 04:00:00,45,32,7.22222222222222,0,60.4673242168774
"222",2013-01-10 05:00:00,44,31,6.66666666666667,-0.555555555555556,60.3344186595189
"223",2013-01-10 06:00:00,44,28,6.66666666666667,-2.22222222222222,53.443607812377
"224",2013-01-10 07:00:00,44,25,6.66666666666667,-3.88888888888889,47.2515064135301
"225",2013-01-10 08:00:00,43,25,6.11111111111111,-3.88888888888889,49.0868067888633
"226",2013-01-10 09:00:00,42,23,5.55555555555556,-5,46.9350303619899
"227",2013-01-10 10:00:00,41,23,5,-5,48.77412189347
"228",2013-01-10 11:00:00,41,24,5,-4.44444444444444,50.8471099508396
"229",2013-01-10 12:00:00,41,24,5,-4.44444444444444,50.8471099508396
"230",2013-01-10 13:00:00,41,23,5,-5,48.77412189347
"231",2013-01-10 14:00:00,43,23,6.11111111111111,-5,45.1717850360707
"232",2013-01-10 15:00:00,43,22,6.11111111111111,-5.55555555555556,43.3188447792465
"233",2013-01-10 16:00:00,44,21,6.66666666666667,-6.11111111111111,39.9764014817732
"234",2013-01-10 17:00:00,46,21,7.77777777777778,-6.11111111111111,37.0521424070178
"235",2013-01-10 18:00:00,46,20,7.77777777777778,-6.66666666666667,35.514133325222
"236",2013-01-10 19:00:00,47,20,8.33333333333333,-6.66666666666667,34.1969270008275
"237",2013-01-10 20:00:00,46,21,7.77777777777778,-6.11111111111111,37.0521424070178
"238",2013-01-10 21:00:00,46,21,7.77777777777778,-6.11111111111111,37.0521424070178
"239",2013-01-10 22:00:00,45,22,7.22222222222222,-5.55555555555556,40.1405632973346
"240",2013-01-10 23:00:00,44,22,6.66666666666667,-5.55555555555556,41.696485717928
"241",2013-01-11 00:00:00,44,22,6.66666666666667,-5.55555555555556,41.696485717928
"242",2013-01-11 01:00:00,42,22,5.55555555555556,-5.55555555555556,45.0107485605609
"243",2013-01-11 02:00:00,42,22,5.55555555555556,-5.55555555555556,45.0107485605609
"244",2013-01-11 03:00:00,41,22,5,-5.55555555555556,46.7754636087777
"245",2013-01-11 04:00:00,40,22,4.44444444444444,-5.55555555555556,48.6164237000415
"246",2013-01-11 05:00:00,39,22,3.88888888888889,-5.55555555555556,50.5372391242325
"247",2013-01-11 06:00:00,40,22,4.44444444444444,-5.55555555555556,48.6164237000415
"248",2013-01-11 07:00:00,38,22,3.33333333333333,-5.55555555555556,52.5417065259042
"249",2013-01-11 08:00:00,38,22,3.33333333333333,-5.55555555555556,52.5417065259042
"250",2013-01-11 09:00:00,38,22,3.33333333333333,-5.55555555555556,52.5417065259042
"251",2013-01-11 10:00:00,38,24,3.33333333333333,-4.44444444444444,57.1078366243681
"252",2013-01-11 11:00:00,39,24,3.88888888888889,-4.44444444444444,54.9315566841673
"253",2013-01-11 12:00:00,39,24,3.88888888888889,-4.44444444444444,54.9315566841673
"254",2013-01-11 13:00:00,39,25,3.88888888888889,-3.88888888888889,57.2514588992046
"255",2013-01-11 14:00:00,41,27,5,-2.77777777777778,57.5359332060469
"256",2013-01-11 15:00:00,42,28,5.55555555555556,-2.22222222222222,57.6768021431543
"257",2013-01-11 16:00:00,42,29,5.55555555555556,-1.66666666666667,60.0659827751056
"258",2013-01-11 17:00:00,42,31,5.55555555555556,-0.555555555555556,65.1054523659104
"259",2013-01-11 18:00:00,42,32,5.55555555555556,0,67.8082597444776
"260",2013-01-11 19:00:00,42,33,5.55555555555556,0.555555555555556,70.5110671230448
"261",2013-01-11 20:00:00,41.3333333333333,34.6666666666667,5.18518518518519,1.48148148148148,77.8704439713705
"262",2013-01-11 21:00:00,40.6666666666667,36.3333333333333,4.81481481481481,2.40740740740741,85.2298208196961
"263",2013-01-11 22:00:00,40,38,4.44444444444444,3.33333333333333,92.5891976680218
"264",2013-01-11 23:00:00,42,41,5.55555555555556,5,96.2638643475935
"265",2013-01-12 00:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"266",2013-01-12 01:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"267",2013-01-12 02:00:00,45,44,7.22222222222222,6.66666666666667,96.3103829553793
"268",2013-01-12 03:00:00,46,44,7.77777777777778,6.66666666666667,92.7699461612047
"269",2013-01-12 04:00:00,45,45,7.22222222222222,7.22222222222222,100
"270",2013-01-12 05:00:00,45,44,7.22222222222222,6.66666666666667,96.3103829553793
"271",2013-01-12 06:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"272",2013-01-12 07:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"273",2013-01-12 08:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"274",2013-01-12 09:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"275",2013-01-12 10:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"276",2013-01-12 11:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"277",2013-01-12 12:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"278",2013-01-12 13:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"279",2013-01-12 14:00:00,45,43,7.22222222222222,6.11111111111111,92.7404358959425
"280",2013-01-12 15:00:00,45,43,7.22222222222222,6.11111111111111,92.7404358959425
"281",2013-01-12 16:00:00,46,43,7.77777777777778,6.11111111111111,89.3296390022994
"282",2013-01-12 17:00:00,46,43,7.77777777777778,6.11111111111111,89.3296390022994
"283",2013-01-12 18:00:00,47,43,8.33333333333333,6.11111111111111,86.0562829098329
"284",2013-01-12 19:00:00,47,43,8.33333333333333,6.11111111111111,86.0562829098329
"285",2013-01-12 20:00:00,46,43,7.77777777777778,6.11111111111111,89.3296390022994
"286",2013-01-12 21:00:00,45,43,7.22222222222222,6.11111111111111,92.7404358959425
"287",2013-01-12 22:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"288",2013-01-12 23:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"289",2013-01-13 00:00:00,44,42,6.66666666666667,5.55555555555556,92.7106838625742
"290",2013-01-13 01:00:00,44,42,6.66666666666667,5.55555555555556,92.7106838625742
"291",2013-01-13 02:00:00,44,42,6.66666666666667,5.55555555555556,92.7106838625742
"292",2013-01-13 03:00:00,44,42,6.66666666666667,5.55555555555556,92.7106838625742
"293",2013-01-13 04:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"294",2013-01-13 05:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"295",2013-01-13 06:00:00,44,42,6.66666666666667,5.55555555555556,92.7106838625742
"296",2013-01-13 07:00:00,43,42,6.11111111111111,5.55555555555556,96.2795003236986
"297",2013-01-13 08:00:00,44,44,6.66666666666667,6.66666666666667,100
"298",2013-01-13 09:00:00,45,44,7.22222222222222,6.66666666666667,96.3103829553793
"299",2013-01-13 10:00:00,45,44,7.22222222222222,6.66666666666667,96.3103829553793
"300",2013-01-13 11:00:00,45,44,7.22222222222222,6.66666666666667,96.3103829553793
"301",2013-01-13 12:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"302",2013-01-13 13:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"303",2013-01-13 14:00:00,44,43,6.66666666666667,6.11111111111111,96.2950059855764
"304",2013-01-13 15:00:00,45,43,7.22222222222222,6.11111111111111,92.7404358959425
"305",2013-01-13 16:00:00,47,44,8.33333333333333,6.66666666666667,89.3721210407348
"306",2013-01-13 17:00:00,48,44,8.88888888888889,6.66666666666667,86.11065212924
"307",2013-01-13 18:00:00,49,44,9.44444444444444,6.66666666666667,82.9795810030713
"308",2013-01-13 19:00:00,48,44,8.88888888888889,6.66666666666667,86.11065212924
"309",2013-01-13 20:00:00,47,43,8.33333333333333,6.11111111111111,86.0562829098329
"310",2013-01-13 21:00:00,47,44,8.33333333333333,6.66666666666667,89.3721210407348
"311",2013-01-13 22:00:00,47,44,8.33333333333333,6.66666666666667,89.3721210407348
"312",2013-01-13 23:00:00,48,44,8.88888888888889,6.66666666666667,86.11065212924
"313",2013-01-14 00:00:00,50,47,10,8.33333333333333,89.4975636457316
"314",2013-01-14 01:00:00,49,47,9.44444444444444,8.33333333333333,92.8570554487878
"315",2013-01-14 02:00:00,49,48,9.44444444444444,8.88888888888889,96.3706354300599
"316",2013-01-14 03:00:00,49,48,9.44444444444444,8.88888888888889,96.3706354300599
"317",2013-01-14 04:00:00,50,49,10,9.44444444444444,96.3853923524793
