"","INC_DAYH","AVG_DISP_SEC","AVG_TRAV_SEC","CALL_QTY","INC_DOW","INC_H","INC_YMD"
"4052",2013-06-18 20:00:00,38.5176470588235,422.98773006135,170,2,20,2013-06-18
"4053",2013-06-18 21:00:00,32.6374269005848,403.149700598802,171,2,21,2013-06-18
"4054",2013-06-18 22:00:00,69.2746478873239,407.264705882353,142,2,22,2013-06-18
"4055",2013-06-18 23:00:00,41.2142857142857,384.718181818182,112,2,23,2013-06-18
"4056",2013-06-19 00:00:00,184.964285714286,418.962962962963,112,3,0,2013-06-19
"4057",2013-06-19 01:00:00,27.2134831460674,409.438202247191,89,3,1,2013-06-19
"4058",2013-06-19 02:00:00,263.168539325843,444.835294117647,89,3,2,2013-06-19
"4059",2013-06-19 03:00:00,39.6818181818182,378.409090909091,66,3,3,2013-06-19
"4060",2013-06-19 04:00:00,58.7179487179487,383.945945945946,39,3,4,2013-06-19
"4061",2013-06-19 05:00:00,29.8196721311475,397.183333333333,61,3,5,2013-06-19
"4062",2013-06-19 06:00:00,32.566265060241,458.3625,83,3,6,2013-06-19
"4063",2013-06-19 07:00:00,30.155737704918,412.42735042735,122,3,7,2013-06-19
"4064",2013-06-19 08:00:00,39.1968503937008,467.888,127,3,8,2013-06-19
"4065",2013-06-19 09:00:00,55.1405405405405,420.228260869565,185,3,9,2013-06-19
"4066",2013-06-19 10:00:00,35.1020408163265,448.572192513369,196,3,10,2013-06-19
"4067",2013-06-19 11:00:00,40.9954337899543,486.26976744186,219,3,11,2013-06-19
"4068",2013-06-19 12:00:00,82.8715083798883,501.122807017544,179,3,12,2013-06-19
"4069",2013-06-19 13:00:00,67.8042328042328,494.305555555556,189,3,13,2013-06-19
"4070",2013-06-19 14:00:00,90.1138613861386,512.958762886598,202,3,14,2013-06-19
"4071",2013-06-19 15:00:00,128.183574879227,541.643564356436,207,3,15,2013-06-19
"4072",2013-06-19 16:00:00,166.330097087379,503.847715736041,206,3,16,2013-06-19
"4073",2013-06-19 17:00:00,209.112244897959,570.252688172043,196,3,17,2013-06-19
"4074",2013-06-19 18:00:00,105.394736842105,484.08152173913,190,3,18,2013-06-19
"4075",2013-06-19 19:00:00,60.2835820895522,450.386597938144,201,3,19,2013-06-19
"4076",2013-06-19 20:00:00,34.5941176470588,400.883435582822,170,3,20,2013-06-19
"4077",2013-06-19 21:00:00,64.7863636363636,423.278301886792,220,3,21,2013-06-19
"4078",2013-06-19 22:00:00,139.423728813559,459.578034682081,177,3,22,2013-06-19
"4079",2013-06-19 23:00:00,106.694610778443,452.74375,167,3,23,2013-06-19
"4080",2013-06-20 00:00:00,55.3709677419355,425.795081967213,124,4,0,2013-06-20
"4081",2013-06-20 01:00:00,64.525,425.940170940171,120,4,1,2013-06-20
"4082",2013-06-20 02:00:00,123.3,396.179487179487,80,4,2,2013-06-20
"4083",2013-06-20 03:00:00,28.0735294117647,414.820895522388,68,4,3,2013-06-20
"4084",2013-06-20 04:00:00,29.2253521126761,403.314285714286,71,4,4,2013-06-20
"4085",2013-06-20 05:00:00,30.1964285714286,364.290909090909,56,4,5,2013-06-20
"4086",2013-06-20 06:00:00,21.8611111111111,385.142857142857,72,4,6,2013-06-20
"4087",2013-06-20 07:00:00,26.3131313131313,449.322916666667,99,4,7,2013-06-20
"4088",2013-06-20 08:00:00,34.8623188405797,446.375,138,4,8,2013-06-20
"4089",2013-06-20 09:00:00,62.4083769633508,503.794594594595,191,4,9,2013-06-20
"4090",2013-06-20 10:00:00,56.3666666666667,514.149425287356,180,4,10,2013-06-20
"4091",2013-06-20 11:00:00,53.7305936073059,509.116822429907,219,4,11,2013-06-20
"4092",2013-06-20 12:00:00,280.995433789954,548.680952380952,219,4,12,2013-06-20
"4093",2013-06-20 13:00:00,254.208955223881,499.556701030928,201,4,13,2013-06-20
"4094",2013-06-20 14:00:00,232.080357142857,625.03738317757,224,4,14,2013-06-20
"4095",2013-06-20 15:00:00,425.295566502463,606.319796954315,203,4,15,2013-06-20
"4096",2013-06-20 16:00:00,444.197044334975,588.302083333333,203,4,16,2013-06-20
"4097",2013-06-20 17:00:00,206.788288288288,594.679069767442,222,4,17,2013-06-20
"4098",2013-06-20 18:00:00,139.485436893204,494.970297029703,206,4,18,2013-06-20
"4099",2013-06-20 19:00:00,70.331550802139,510.187845303867,187,4,19,2013-06-20
"4100",2013-06-20 20:00:00,42.5270935960591,429.213197969543,203,4,20,2013-06-20
"4101",2013-06-20 21:00:00,55.6902173913044,459.361111111111,184,4,21,2013-06-20
"4102",2013-06-20 22:00:00,54.9403973509934,465.273333333333,151,4,22,2013-06-20
"4103",2013-06-20 23:00:00,35.2426470588235,409.80303030303,136,4,23,2013-06-20
"4104",2013-06-21 00:00:00,209.854304635762,384.157534246575,151,5,0,2013-06-21
"4105",2013-06-21 01:00:00,69.7417218543046,409.372413793103,151,5,1,2013-06-21
"4106",2013-06-21 02:00:00,71.3181818181818,419.740740740741,110,5,2,2013-06-21
"4107",2013-06-21 03:00:00,55.8,444.347826086957,95,5,3,2013-06-21
"4108",2013-06-21 04:00:00,48.5671641791045,407.738461538462,67,5,4,2013-06-21
"4109",2013-06-21 05:00:00,38.0704225352113,413.695652173913,71,5,5,2013-06-21
"4110",2013-06-21 06:00:00,30.3589743589744,432.753246753247,78,5,6,2013-06-21
"4111",2013-06-21 07:00:00,46.6422018348624,445.990566037736,109,5,7,2013-06-21
"4112",2013-06-21 08:00:00,42.6027397260274,450.573426573427,146,5,8,2013-06-21
"4113",2013-06-21 09:00:00,36.859649122807,433.177514792899,171,5,9,2013-06-21
"4114",2013-06-21 10:00:00,31.2285714285714,403.93023255814,175,5,10,2013-06-21
"4115",2013-06-21 11:00:00,34.57,469.558375634518,200,5,11,2013-06-21
"4116",2013-06-21 12:00:00,90.134328358209,521.561224489796,201,5,12,2013-06-21
"4117",2013-06-21 13:00:00,53.0288461538462,480.083333333333,208,5,13,2013-06-21
"4118",2013-06-21 14:00:00,249.784810126582,650.178571428571,237,5,14,2013-06-21
"4119",2013-06-21 15:00:00,309.294392523364,562.352657004831,214,5,15,2013-06-21
"4120",2013-06-21 16:00:00,179.88785046729,555.519607843137,214,5,16,2013-06-21
"4121",2013-06-21 17:00:00,131.541666666667,533.918454935622,240,5,17,2013-06-21
"4122",2013-06-21 18:00:00,59.3369565217391,447.033707865169,184,5,18,2013-06-21
"4123",2013-06-21 19:00:00,35.671568627451,426.649746192893,204,5,19,2013-06-21
"4124",2013-06-21 20:00:00,56.485,416.74358974359,200,5,20,2013-06-21
"4125",2013-06-21 21:00:00,68.9030612244898,394.809523809524,196,5,21,2013-06-21
"4126",2013-06-21 22:00:00,53.0227272727273,452.339285714286,176,5,22,2013-06-21
"4127",2013-06-21 23:00:00,47.4634146341463,419.832298136646,164,5,23,2013-06-21
"4128",2013-06-22 00:00:00,715.828947368421,463.972789115646,152,6,0,2013-06-22
"4129",2013-06-22 01:00:00,147.657534246575,407.492957746479,146,6,1,2013-06-22
"4130",2013-06-22 02:00:00,152.120253164557,459.803921568627,158,6,2,2013-06-22
"4131",2013-06-22 03:00:00,158.021897810219,449.389312977099,137,6,3,2013-06-22
"4132",2013-06-22 04:00:00,245.934306569343,466.607692307692,137,6,4,2013-06-22
"4133",2013-06-22 05:00:00,97.92,413.627659574468,100,6,5,2013-06-22
"4134",2013-06-22 06:00:00,68.2045454545455,413.470588235294,88,6,6,2013-06-22
"4135",2013-06-22 07:00:00,50.0625,444.391304347826,96,6,7,2013-06-22
"4136",2013-06-22 08:00:00,37.9384615384615,394.7109375,130,6,8,2013-06-22
"4137",2013-06-22 09:00:00,39.2857142857143,438.946308724832,154,6,9,2013-06-22
"4138",2013-06-22 10:00:00,32.6441717791411,416.217391304348,163,6,10,2013-06-22
"4139",2013-06-22 11:00:00,32.4574468085106,436.977900552486,188,6,11,2013-06-22
"4140",2013-06-22 12:00:00,49.5838150289017,477.372781065089,173,6,12,2013-06-22
"4141",2013-06-22 13:00:00,57.5322580645161,437.994505494506,186,6,13,2013-06-22
"4142",2013-06-22 14:00:00,48,506.791907514451,178,6,14,2013-06-22
"4143",2013-06-22 15:00:00,202.627906976744,501.049261083744,215,6,15,2013-06-22
"4144",2013-06-22 16:00:00,149.51832460733,536.380434782609,191,6,16,2013-06-22
"4145",2013-06-22 17:00:00,60.3,456.58152173913,190,6,17,2013-06-22
"4146",2013-06-22 18:00:00,49.060773480663,439.700564971751,181,6,18,2013-06-22
"4147",2013-06-22 19:00:00,55.0882352941176,378.432926829268,170,6,19,2013-06-22
"4148",2013-06-22 20:00:00,44.75,431.564971751412,184,6,20,2013-06-22
"4149",2013-06-22 21:00:00,39.5762711864407,470.14450867052,177,6,21,2013-06-22
"4150",2013-06-22 22:00:00,102.39,489.114583333333,200,6,22,2013-06-22
"4151",2013-06-22 23:00:00,107.53488372093,484.018072289157,172,6,23,2013-06-22
"4152",2013-06-23 00:00:00,181.496551724138,456.77304964539,145,0,0,2013-06-23
"4153",2013-06-23 01:00:00,295.554744525547,431.481203007519,137,0,1,2013-06-23
"4154",2013-06-23 02:00:00,168.818897637795,461.768595041322,127,0,2,2013-06-23
"4155",2013-06-23 03:00:00,172.300699300699,485.851851851852,143,0,3,2013-06-23
"4156",2013-06-23 04:00:00,105.719626168224,430.561904761905,107,0,4,2013-06-23
"4157",2013-06-23 05:00:00,86.9354838709677,418.3,93,0,5,2013-06-23
"4158",2013-06-23 06:00:00,36.887323943662,420.608695652174,71,0,6,2013-06-23
"4159",2013-06-23 07:00:00,42.0731707317073,390.181818181818,82,0,7,2013-06-23
"4160",2013-06-23 08:00:00,27.301724137931,377.589285714286,116,0,8,2013-06-23
"4161",2013-06-23 09:00:00,45.3565891472868,378.212598425197,129,0,9,2013-06-23
"4162",2013-06-23 10:00:00,26.4383561643836,391.062068965517,146,0,10,2013-06-23
"4163",2013-06-23 11:00:00,33.3888888888889,372.090322580645,162,0,11,2013-06-23
"4164",2013-06-23 12:00:00,34.375,453.188571428571,184,0,12,2013-06-23
"4165",2013-06-23 13:00:00,41.9833333333333,436.873563218391,180,0,13,2013-06-23
"4166",2013-06-23 14:00:00,75.5187165775401,412.769230769231,187,0,14,2013-06-23
"4167",2013-06-23 15:00:00,56.3711340206186,451.449197860963,194,0,15,2013-06-23
"4168",2013-06-23 16:00:00,50.8263157894737,414.662983425414,190,0,16,2013-06-23
"4169",2013-06-23 17:00:00,44.5707547169811,415.898058252427,212,0,17,2013-06-23
"4170",2013-06-23 18:00:00,62.0242718446602,454.969072164948,206,0,18,2013-06-23
"4171",2013-06-23 19:00:00,69.9671361502347,450.529126213592,213,0,19,2013-06-23
"4172",2013-06-23 20:00:00,103.461206896552,453.433789954338,232,0,20,2013-06-23
"4173",2013-06-23 21:00:00,67.9512195121951,428.809045226131,205,0,21,2013-06-23
"4174",2013-06-23 22:00:00,289.598984771574,490.079365079365,197,0,22,2013-06-23
"4175",2013-06-23 23:00:00,148.12030075188,432.961240310078,133,0,23,2013-06-23
"4176",2013-06-24 00:00:00,129.953333333333,464.555555555556,150,1,0,2013-06-24
"4177",2013-06-24 01:00:00,83.1428571428571,435.072072072072,112,1,1,2013-06-24
"4178",2013-06-24 02:00:00,24.0561797752809,395.906976744186,89,1,2,2013-06-24
"4179",2013-06-24 03:00:00,36.2352941176471,356.6375,85,1,3,2013-06-24
"4180",2013-06-24 04:00:00,30.8351648351648,394.454545454545,91,1,4,2013-06-24
"4181",2013-06-24 05:00:00,31.21875,361.15625,64,1,5,2013-06-24
"4182",2013-06-24 06:00:00,40.54,459.888888888889,100,1,6,2013-06-24
"4183",2013-06-24 07:00:00,46.3360655737705,456.142857142857,122,1,7,2013-06-24
"4184",2013-06-24 08:00:00,115.722513089005,504.430939226519,191,1,8,2013-06-24
"4185",2013-06-24 09:00:00,223.893719806763,491,207,1,9,2013-06-24
"4186",2013-06-24 10:00:00,98.2016129032258,490.10460251046,248,1,10,2013-06-24
"4187",2013-06-24 11:00:00,426.811965811966,572.736363636364,234,1,11,2013-06-24
"4188",2013-06-24 12:00:00,478.575438596491,594.690036900369,285,1,12,2013-06-24
"4189",2013-06-24 13:00:00,559.617021276596,562.856481481482,235,1,13,2013-06-24
"4190",2013-06-24 14:00:00,507.032710280374,672.934010152284,214,1,14,2013-06-24
"4191",2013-06-24 15:00:00,553.471042471042,693.830508474576,259,1,15,2013-06-24
"4192",2013-06-24 16:00:00,604.372881355932,644.431924882629,236,1,16,2013-06-24
"4193",2013-06-24 17:00:00,472.095022624434,596.766990291262,221,1,17,2013-06-24
"4194",2013-06-24 18:00:00,414.028301886792,488.604060913706,212,1,18,2013-06-24
"4195",2013-06-24 19:00:00,473.604444444444,459.230414746544,225,1,19,2013-06-24
"4196",2013-06-24 20:00:00,191.051813471503,478.591160220994,193,1,20,2013-06-24
"4197",2013-06-24 21:00:00,162.490384615385,433.190954773869,208,1,21,2013-06-24
"4198",2013-06-24 22:00:00,163.398601398601,456.659420289855,143,1,22,2013-06-24
"4199",2013-06-24 23:00:00,46.6287425149701,424.957055214724,167,1,23,2013-06-24
"4200",2013-06-25 00:00:00,61.8992248062016,482.112,129,2,0,2013-06-25
"4201",2013-06-25 01:00:00,34.7413793103448,402.070175438596,116,2,1,2013-06-25
"4202",2013-06-25 02:00:00,86.3478260869565,447.896551724138,92,2,2,2013-06-25
"4203",2013-06-25 03:00:00,57.7666666666667,386.292134831461,90,2,3,2013-06-25
"4204",2013-06-25 04:00:00,38.734375,477.015873015873,64,2,4,2013-06-25
"4205",2013-06-25 05:00:00,24.7903225806452,379.101694915254,62,2,5,2013-06-25
"4206",2013-06-25 06:00:00,24.8875,411.166666666667,80,2,6,2013-06-25
"4207",2013-06-25 07:00:00,25.40625,393.042553191489,96,2,7,2013-06-25
"4208",2013-06-25 08:00:00,30.6564885496183,424.087301587302,131,2,8,2013-06-25
"4209",2013-06-25 09:00:00,28.5729166666667,470.704301075269,192,2,9,2013-06-25
"4210",2013-06-25 10:00:00,43.7294685990338,457.668341708543,207,2,10,2013-06-25
"4211",2013-06-25 11:00:00,55.5048076923077,471.705583756345,208,2,11,2013-06-25
"4212",2013-06-25 12:00:00,84.9559471365639,475.845454545455,227,2,12,2013-06-25
"4213",2013-06-25 13:00:00,197.214285714286,535.210784313726,210,2,13,2013-06-25
"4214",2013-06-25 14:00:00,234.374485596708,626.095652173913,243,2,14,2013-06-25
"4215",2013-06-25 15:00:00,302.019417475728,613.467005076142,206,2,15,2013-06-25
"4216",2013-06-25 16:00:00,134.327014218009,576.2,211,2,16,2013-06-25
"4217",2013-06-25 17:00:00,155.684684684685,579.981132075472,222,2,17,2013-06-25
"4218",2013-06-25 18:00:00,137.961165048544,524.241206030151,206,2,18,2013-06-25
"4219",2013-06-25 19:00:00,76.0456852791878,446.957894736842,197,2,19,2013-06-25
"4220",2013-06-25 20:00:00,43.9497487437186,482.446700507614,199,2,20,2013-06-25
"4221",2013-06-25 21:00:00,60.6040609137056,466.838541666667,197,2,21,2013-06-25
"4222",2013-06-25 22:00:00,71.6335403726708,463.429487179487,161,2,22,2013-06-25
"4223",2013-06-25 23:00:00,68.7724867724868,459.406593406593,189,2,23,2013-06-25
"4224",2013-06-26 00:00:00,242.206106870229,444.464566929134,131,3,0,2013-06-26
"4225",2013-06-26 01:00:00,216.064748201439,465.253731343284,139,3,1,2013-06-26
"4226",2013-06-26 02:00:00,183.571428571429,424.609756097561,84,3,2,2013-06-26
"4227",2013-06-26 03:00:00,47.2708333333333,447.114583333333,96,3,3,2013-06-26
"4228",2013-06-26 04:00:00,30.5789473684211,438.253333333333,76,3,4,2013-06-26
"4229",2013-06-26 05:00:00,35.7368421052632,349.826666666667,76,3,5,2013-06-26
"4230",2013-06-26 06:00:00,35.7536231884058,415.661764705882,69,3,6,2013-06-26
"4231",2013-06-26 07:00:00,28.5961538461538,446.51,104,3,7,2013-06-26
"4232",2013-06-26 08:00:00,28.2348993288591,411.111888111888,149,3,8,2013-06-26
"4233",2013-06-26 09:00:00,90.9323671497584,442.90099009901,207,3,9,2013-06-26
"4234",2013-06-26 10:00:00,29.3725490196078,463.262626262626,204,3,10,2013-06-26
"4235",2013-06-26 11:00:00,102.558035714286,501.359447004608,224,3,11,2013-06-26
"4236",2013-06-26 12:00:00,288.565217391304,576.48623853211,230,3,12,2013-06-26
"4237",2013-06-26 13:00:00,417.718061674009,556.572769953052,227,3,13,2013-06-26
"4238",2013-06-26 14:00:00,343.456310679612,522.69587628866,206,3,14,2013-06-26
"4239",2013-06-26 15:00:00,377.138248847926,601.897058823529,217,3,15,2013-06-26
"4240",2013-06-26 16:00:00,145.693779904306,589.295,209,3,16,2013-06-26
"4241",2013-06-26 17:00:00,167.230414746544,601,217,3,17,2013-06-26
"4242",2013-06-26 18:00:00,129.649122807018,518.422727272727,228,3,18,2013-06-26
"4243",2013-06-26 19:00:00,94.0904522613065,509.2,199,3,19,2013-06-26
"4244",2013-06-26 20:00:00,46.9852216748768,485.379487179487,203,3,20,2013-06-26
"4245",2013-06-26 21:00:00,63.5911330049261,447.742424242424,203,3,21,2013-06-26
"4246",2013-06-26 22:00:00,67.0874316939891,451.063583815029,183,3,22,2013-06-26
"4247",2013-06-26 23:00:00,123.889534883721,510.443113772455,172,3,23,2013-06-26
"4248",2013-06-27 00:00:00,329.708074534161,486.815789473684,161,4,0,2013-06-27
"4249",2013-06-27 01:00:00,226.900763358779,465.787401574803,131,4,1,2013-06-27
"4250",2013-06-27 02:00:00,83.2826086956522,433.546511627907,92,4,2,2013-06-27
"4251",2013-06-27 03:00:00,255.987654320988,405.15,81,4,3,2013-06-27
"4252",2013-06-27 04:00:00,46.2941176470588,446.535714285714,85,4,4,2013-06-27
"4253",2013-06-27 05:00:00,33.6119402985075,369.596774193548,67,4,5,2013-06-27
"4254",2013-06-27 06:00:00,37.9512195121951,416.4625,82,4,6,2013-06-27
"4255",2013-06-27 07:00:00,28.8842105263158,430.766666666667,95,4,7,2013-06-27
"4256",2013-06-27 08:00:00,28.2137404580153,438.96,131,4,8,2013-06-27
"4257",2013-06-27 09:00:00,47.7810945273632,456.448979591837,201,4,9,2013-06-27
"4258",2013-06-27 10:00:00,50.5225225225225,471.957345971564,222,4,10,2013-06-27
"4259",2013-06-27 11:00:00,76.3707317073171,466.76,205,4,11,2013-06-27
"4260",2013-06-27 12:00:00,103.338028169014,479.937198067633,213,4,12,2013-06-27
"4261",2013-06-27 13:00:00,183.216981132075,545.417910447761,212,4,13,2013-06-27
"4262",2013-06-27 14:00:00,260.755102040816,545.603174603175,196,4,14,2013-06-27
"4263",2013-06-27 15:00:00,238.739795918367,574.225274725275,196,4,15,2013-06-27
"4264",2013-06-27 16:00:00,197.590909090909,559.599056603774,220,4,16,2013-06-27
"4265",2013-06-27 17:00:00,158.801104972376,499.352941176471,181,4,17,2013-06-27
"4266",2013-06-27 18:00:00,166.604347826087,500.205357142857,230,4,18,2013-06-27
"4267",2013-06-27 19:00:00,104.564971751412,490.858823529412,177,4,19,2013-06-27
"4268",2013-06-27 20:00:00,38.5279187817259,425.303191489362,197,4,20,2013-06-27
"4269",2013-06-27 21:00:00,47.5755813953488,455.676829268293,172,4,21,2013-06-27
"4270",2013-06-27 22:00:00,69.4,501.432098765432,165,4,22,2013-06-27
"4271",2013-06-27 23:00:00,34.2777777777778,436.235714285714,144,4,23,2013-06-27
"4272",2013-06-28 00:00:00,41.8360655737705,427.450819672131,122,5,0,2013-06-28
"4273",2013-06-28 01:00:00,39.2815533980583,364.02,103,5,1,2013-06-28
"4274",2013-06-28 02:00:00,43.5727272727273,421.333333333333,110,5,2,2013-06-28
"4275",2013-06-28 03:00:00,30.4430379746835,345.051282051282,79,5,3,2013-06-28
"4276",2013-06-28 04:00:00,29.1875,343.269841269841,64,5,4,2013-06-28
"4277",2013-06-28 05:00:00,31.2063492063492,374.065573770492,63,5,5,2013-06-28
"4278",2013-06-28 06:00:00,27.0123456790123,407.936708860759,81,5,6,2013-06-28
"4279",2013-06-28 07:00:00,38.5957446808511,411.709677419355,94,5,7,2013-06-28
"4280",2013-06-28 08:00:00,24.3970588235294,419.368421052632,136,5,8,2013-06-28
"4281",2013-06-28 09:00:00,37.6206896551724,421.426900584795,174,5,9,2013-06-28
"4282",2013-06-28 10:00:00,61.1741293532338,465.865979381443,201,5,10,2013-06-28
"4283",2013-06-28 11:00:00,103.092511013216,523.231818181818,227,5,11,2013-06-28
"4284",2013-06-28 12:00:00,202.578723404255,519.167400881057,235,5,12,2013-06-28
"4285",2013-06-28 13:00:00,217.6,563.23786407767,215,5,13,2013-06-28
"4286",2013-06-28 14:00:00,130.781094527363,566.528205128205,201,5,14,2013-06-28
"4287",2013-06-28 15:00:00,179.89417989418,533.983695652174,189,5,15,2013-06-28
"4288",2013-06-28 16:00:00,89.2205128205128,503.524064171123,195,5,16,2013-06-28
"4289",2013-06-28 17:00:00,52.5924369747899,473.75965665236,238,5,17,2013-06-28
"4290",2013-06-28 18:00:00,68.6923076923077,461.625,195,5,18,2013-06-28
"4291",2013-06-28 19:00:00,75.3181818181818,499.20618556701,198,5,19,2013-06-28
"4292",2013-06-28 20:00:00,57.4255319148936,433.921787709497,188,5,20,2013-06-28
"4293",2013-06-28 21:00:00,109.394594594595,451.039772727273,185,5,21,2013-06-28
"4294",2013-06-28 22:00:00,165.372549019608,474.345177664975,204,5,22,2013-06-28
"4295",2013-06-28 23:00:00,72.6234567901235,480.475,162,5,23,2013-06-28
"4296",2013-06-29 00:00:00,77.6777777777778,462.787356321839,180,6,0,2013-06-29
"4297",2013-06-29 01:00:00,237.046783625731,453.801242236025,171,6,1,2013-06-29
"4298",2013-06-29 02:00:00,109.610294117647,454.503816793893,136,6,2,2013-06-29
"4299",2013-06-29 03:00:00,181.560810810811,498.130434782609,148,6,3,2013-06-29
"4300",2013-06-29 04:00:00,250.191489361702,490.709923664122,141,6,4,2013-06-29
"4301",2013-06-29 05:00:00,200.441666666667,421.962962962963,120,6,5,2013-06-29
"4302",2013-06-29 06:00:00,41.6701030927835,414.739130434783,97,6,6,2013-06-29
"4303",2013-06-29 07:00:00,220.692307692308,472.554455445545,104,6,7,2013-06-29
"4304",2013-06-29 08:00:00,24.656862745098,358.594059405941,102,6,8,2013-06-29
"4305",2013-06-29 09:00:00,26.2539682539683,363.725,126,6,9,2013-06-29
"4306",2013-06-29 10:00:00,23.2901234567901,376.856209150327,162,6,10,2013-06-29
"4307",2013-06-29 11:00:00,25.9156626506024,377.840490797546,166,6,11,2013-06-29
"4308",2013-06-29 12:00:00,34.3782383419689,449.615789473684,193,6,12,2013-06-29
"4309",2013-06-29 13:00:00,67.968253968254,499.677595628415,189,6,13,2013-06-29
"4310",2013-06-29 14:00:00,185.748717948718,558.259259259259,195,6,14,2013-06-29
"4311",2013-06-29 15:00:00,157.867647058824,498.268041237113,204,6,15,2013-06-29
"4312",2013-06-29 16:00:00,141.78125,521.821621621622,192,6,16,2013-06-29
"4313",2013-06-29 17:00:00,106.645,457.704663212435,200,6,17,2013-06-29
"4314",2013-06-29 18:00:00,48.5193370165746,428.696629213483,181,6,18,2013-06-29
"4315",2013-06-29 19:00:00,70.3225806451613,456.044444444444,186,6,19,2013-06-29
"4316",2013-06-29 20:00:00,37.6633165829146,404.932291666667,199,6,20,2013-06-29
"4317",2013-06-29 21:00:00,136.671641791045,468.5625,201,6,21,2013-06-29
"4318",2013-06-29 22:00:00,123.118556701031,467.494680851064,194,6,22,2013-06-29
"4319",2013-06-29 23:00:00,327.716216216216,563.157894736842,222,6,23,2013-06-29
"4320",2013-06-30 00:00:00,777.507462686567,579.375,201,0,0,2013-06-30
"4321",2013-06-30 01:00:00,596.746753246753,476.808219178082,154,0,1,2013-06-30
"4322",2013-06-30 02:00:00,276.765060240964,454.554838709677,166,0,2,2013-06-30
"4323",2013-06-30 03:00:00,126.157534246575,416.963235294118,146,0,3,2013-06-30
"4324",2013-06-30 04:00:00,92.731884057971,464.807692307692,138,0,4,2013-06-30
"4325",2013-06-30 05:00:00,54.0291262135922,417.072164948454,103,0,5,2013-06-30
"4326",2013-06-30 06:00:00,69.7586206896552,414.963302752294,116,0,6,2013-06-30
"4327",2013-06-30 07:00:00,35.1,395.458333333333,100,0,7,2013-06-30
"4328",2013-06-30 08:00:00,51.0614035087719,426.572727272727,114,0,8,2013-06-30
"4329",2013-06-30 09:00:00,26.1395348837209,345.544,129,0,9,2013-06-30
"4330",2013-06-30 10:00:00,28.4770114942529,348.923529411765,174,0,10,2013-06-30
"4331",2013-06-30 11:00:00,30.34375,406.685897435897,160,0,11,2013-06-30
"4332",2013-06-30 12:00:00,56.7175141242938,428.549132947977,177,0,12,2013-06-30
"4333",2013-06-30 13:00:00,57.8609625668449,440.943820224719,187,0,13,2013-06-30
"4334",2013-06-30 14:00:00,77.3529411764706,547.357541899441,187,0,14,2013-06-30
"4335",2013-06-30 15:00:00,64.8181818181818,482.917647058824,176,0,15,2013-06-30
"4336",2013-06-30 16:00:00,55.2155688622754,505.240740740741,167,0,16,2013-06-30
"4337",2013-06-30 17:00:00,37.6127167630058,427.852071005917,173,0,17,2013-06-30
"4338",2013-06-30 18:00:00,37.6553672316384,389.296511627907,177,0,18,2013-06-30
"4339",2013-06-30 19:00:00,36.8248587570621,396.727272727273,177,0,19,2013-06-30
"4340",2013-06-30 20:00:00,36.6683417085427,387.682291666667,199,0,20,2013-06-30
"4341",2013-06-30 21:00:00,96.010752688172,438.675977653631,186,0,21,2013-06-30
"4342",2013-06-30 22:00:00,77.5776397515528,468.496815286624,161,0,22,2013-06-30
"4343",2013-06-30 23:00:00,82.1049382716049,459.464968152866,162,0,23,2013-06-30
"4344",2013-07-01 00:00:00,34.7753623188406,404.708955223881,138,1,0,2013-07-01
"4345",2013-07-01 01:00:00,73.1047619047619,414.708737864078,105,1,1,2013-07-01
"4346",2013-07-01 02:00:00,108.676056338028,449.285714285714,71,1,2,2013-07-01
"4347",2013-07-01 03:00:00,23.7710843373494,382.746987951807,83,1,3,2013-07-01
"4348",2013-07-01 04:00:00,36.4623655913978,396.891304347826,93,1,4,2013-07-01
"4349",2013-07-01 05:00:00,95.7631578947368,411.917808219178,76,1,5,2013-07-01
"4350",2013-07-01 06:00:00,31.2916666666667,418.265957446808,96,1,6,2013-07-01
"4351",2013-07-01 07:00:00,45.5185185185185,424.093457943925,108,1,7,2013-07-01
"4352",2013-07-01 08:00:00,35.8666666666667,388.588652482269,150,1,8,2013-07-01
"4353",2013-07-01 09:00:00,61.8971428571429,446.327485380117,175,1,9,2013-07-01
"4354",2013-07-01 10:00:00,94.073732718894,510.948598130841,217,1,10,2013-07-01
"4355",2013-07-01 11:00:00,75.4,540.960893854749,185,1,11,2013-07-01
"4356",2013-07-01 12:00:00,114.668449197861,480.923076923077,187,1,12,2013-07-01
"4357",2013-07-01 13:00:00,256.293023255814,602.94923857868,215,1,13,2013-07-01
"4358",2013-07-01 14:00:00,428.090047393365,521.203045685279,211,1,14,2013-07-01
"4359",2013-07-01 15:00:00,358.338461538462,522.630434782609,195,1,15,2013-07-01
"4360",2013-07-01 16:00:00,315.048128342246,466.291428571429,187,1,16,2013-07-01
"4361",2013-07-01 17:00:00,150.883928571429,513.651376146789,224,1,17,2013-07-01
"4362",2013-07-01 18:00:00,74.7624309392265,483.471590909091,181,1,18,2013-07-01
"4363",2013-07-01 19:00:00,38.9021739130435,396.308571428571,184,1,19,2013-07-01
"4364",2013-07-01 20:00:00,58.4105263157895,399.913513513514,190,1,20,2013-07-01
"4365",2013-07-01 21:00:00,42.5707070707071,420.905759162304,198,1,21,2013-07-01
"4366",2013-07-01 22:00:00,78.5868263473054,447.552795031056,167,1,22,2013-07-01
"4367",2013-07-01 23:00:00,50.6516129032258,389.080536912752,155,1,23,2013-07-01
