"","INC_DAYH","AVG_DISP_SEC","AVG_TRAV_SEC","CALL_QTY","INC_DOW","INC_H","INC_YMD"
"1446",2013-03-02 05:00:00,74.7530864197531,445.423076923077,81,6,5,2013-03-02
"1447",2013-03-02 06:00:00,36.6704545454545,408.744186046512,88,6,6,2013-03-02
"1448",2013-03-02 07:00:00,47.5181818181818,386.695238095238,110,6,7,2013-03-02
"1449",2013-03-02 08:00:00,35.5234899328859,396.308724832215,149,6,8,2013-03-02
"1450",2013-03-02 09:00:00,23.6521739130435,406.276785714286,115,6,9,2013-03-02
"1451",2013-03-02 10:00:00,23.1216216216216,387.216783216783,148,6,10,2013-03-02
"1452",2013-03-02 11:00:00,31.4035087719298,405.807228915663,171,6,11,2013-03-02
"1453",2013-03-02 12:00:00,33.6385542168675,396.827160493827,166,6,12,2013-03-02
"1454",2013-03-02 13:00:00,39.6689189189189,399.5,148,6,13,2013-03-02
"1455",2013-03-02 14:00:00,49.6319018404908,427.53125,163,6,14,2013-03-02
"1456",2013-03-02 15:00:00,37.9303797468354,467.091503267974,158,6,15,2013-03-02
"1457",2013-03-02 16:00:00,31.6449275362319,391.308270676692,138,6,16,2013-03-02
"1458",2013-03-02 17:00:00,25.1621621621622,389.737931034483,148,6,17,2013-03-02
"1459",2013-03-02 18:00:00,46.1162790697674,436.539393939394,172,6,18,2013-03-02
"1460",2013-03-02 19:00:00,62.7960199004975,458.594871794872,201,6,19,2013-03-02
"1461",2013-03-02 20:00:00,51.6648351648352,459.494318181818,182,6,20,2013-03-02
"1462",2013-03-02 21:00:00,44.3707865168539,410.310344827586,178,6,21,2013-03-02
"1463",2013-03-02 22:00:00,110.748538011696,449.085365853659,171,6,22,2013-03-02
"1464",2013-03-02 23:00:00,138.506944444444,456.621428571429,144,6,23,2013-03-02
"1465",2013-03-03 00:00:00,287.246575342466,466.928571428571,146,0,0,2013-03-03
"1466",2013-03-03 01:00:00,59.4166666666667,438.194915254237,120,0,1,2013-03-03
"1467",2013-03-03 02:00:00,66.4259259259259,427.415094339623,108,0,2,2013-03-03
"1468",2013-03-03 03:00:00,109.392,446.391666666667,125,0,3,2013-03-03
"1469",2013-03-03 04:00:00,245.704545454545,396.435114503817,132,0,4,2013-03-03
"1470",2013-03-03 05:00:00,64.4835164835165,448.52808988764,91,0,5,2013-03-03
"1471",2013-03-03 06:00:00,39.5454545454545,414.082352941176,88,0,6,2013-03-03
"1472",2013-03-03 07:00:00,49.57,422.787878787879,100,0,7,2013-03-03
"1473",2013-03-03 08:00:00,30.0917431192661,383.542857142857,109,0,8,2013-03-03
"1474",2013-03-03 09:00:00,30.1818181818182,392.277372262774,143,0,9,2013-03-03
"1475",2013-03-03 10:00:00,31.9166666666667,366.16,156,0,10,2013-03-03
"1476",2013-03-03 11:00:00,26.8658536585366,416.4875,164,0,11,2013-03-03
"1477",2013-03-03 12:00:00,36.8380281690141,376.888888888889,142,0,12,2013-03-03
"1478",2013-03-03 13:00:00,46.6477272727273,479.116959064327,176,0,13,2013-03-03
"1479",2013-03-03 14:00:00,42.6474820143885,438.086956521739,139,0,14,2013-03-03
"1480",2013-03-03 15:00:00,37.0827586206897,370.916083916084,145,0,15,2013-03-03
"1481",2013-03-03 16:00:00,35.5714285714286,413.816901408451,147,0,16,2013-03-03
"1482",2013-03-03 17:00:00,24.458064516129,403.058823529412,155,0,17,2013-03-03
"1483",2013-03-03 18:00:00,41,428.976744186047,174,0,18,2013-03-03
"1484",2013-03-03 19:00:00,27.858024691358,393.25974025974,162,0,19,2013-03-03
"1485",2013-03-03 20:00:00,33.1851851851852,392.993548387097,162,0,20,2013-03-03
"1486",2013-03-03 21:00:00,26.1464968152866,364.461538461538,157,0,21,2013-03-03
"1487",2013-03-03 22:00:00,56.1884057971015,409.541353383459,138,0,22,2013-03-03
"1488",2013-03-03 23:00:00,26.6829268292683,401.076923076923,123,0,23,2013-03-03
"1489",2013-03-04 00:00:00,25.9727272727273,362.11214953271,110,1,0,2013-03-04
"1490",2013-03-04 01:00:00,21.3298969072165,394.65625,97,1,1,2013-03-04
"1491",2013-03-04 02:00:00,31.4428571428571,430.753623188406,70,1,2,2013-03-04
"1492",2013-03-04 03:00:00,23.3809523809524,354.709677419355,63,1,3,2013-03-04
"1493",2013-03-04 04:00:00,23.0875,390.102564102564,80,1,4,2013-03-04
"1494",2013-03-04 05:00:00,26.88,388.877551020408,50,1,5,2013-03-04
"1495",2013-03-04 06:00:00,28.6582278481013,380.898734177215,79,1,6,2013-03-04
"1496",2013-03-04 07:00:00,43.5238095238095,481.884615384615,105,1,7,2013-03-04
"1497",2013-03-04 08:00:00,81.0112994350282,501.625,177,1,8,2013-03-04
"1498",2013-03-04 09:00:00,114.7533632287,468.110599078341,223,1,9,2013-03-04
"1499",2013-03-04 10:00:00,119.009756097561,522.392857142857,205,1,10,2013-03-04
"1500",2013-03-04 11:00:00,233.807692307692,520.54,208,1,11,2013-03-04
"1501",2013-03-04 12:00:00,128.786458333333,486.456043956044,192,1,12,2013-03-04
"1502",2013-03-04 13:00:00,215.836283185841,548.013698630137,226,1,13,2013-03-04
"1503",2013-03-04 14:00:00,130.134020618557,498.735135135135,194,1,14,2013-03-04
"1504",2013-03-04 15:00:00,299.137339055794,565.323008849557,233,1,15,2013-03-04
"1505",2013-03-04 16:00:00,175.62893081761,473.619047619048,159,1,16,2013-03-04
"1506",2013-03-04 17:00:00,32.0578947368421,492.75956284153,190,1,17,2013-03-04
"1507",2013-03-04 18:00:00,44.24,475.5,175,1,18,2013-03-04
"1508",2013-03-04 19:00:00,31.4166666666667,418.920245398773,168,1,19,2013-03-04
"1509",2013-03-04 20:00:00,33.1928571428571,382.786764705882,140,1,20,2013-03-04
"1510",2013-03-04 21:00:00,27.2682926829268,374.388429752066,123,1,21,2013-03-04
"1511",2013-03-04 22:00:00,29.5703703703704,391.133333333333,135,1,22,2013-03-04
"1512",2013-03-04 23:00:00,26.2543859649123,358.396396396396,114,1,23,2013-03-04
"1513",2013-03-05 00:00:00,25.7058823529412,383.714285714286,102,2,0,2013-03-05
"1514",2013-03-05 01:00:00,31.8876404494382,362.191011235955,89,2,1,2013-03-05
"1515",2013-03-05 02:00:00,35.7738095238095,391.963414634146,84,2,2,2013-03-05
"1516",2013-03-05 03:00:00,26.5,392.943661971831,72,2,3,2013-03-05
"1517",2013-03-05 04:00:00,29.0645161290323,341.370967741935,62,2,4,2013-03-05
"1518",2013-03-05 05:00:00,26.4925373134328,405.606060606061,67,2,5,2013-03-05
"1519",2013-03-05 06:00:00,33.0416666666667,446.222222222222,72,2,6,2013-03-05
"1520",2013-03-05 07:00:00,19.8834951456311,393.95,103,2,7,2013-03-05
"1521",2013-03-05 08:00:00,51.9772727272727,451.5,176,2,8,2013-03-05
"1522",2013-03-05 09:00:00,32.5585106382979,469.825136612022,188,2,9,2013-03-05
"1523",2013-03-05 10:00:00,135.561904761905,437.222222222222,210,2,10,2013-03-05
"1524",2013-03-05 11:00:00,81.8112244897959,497.326424870466,196,2,11,2013-03-05
"1525",2013-03-05 12:00:00,154.614634146341,536.954545454545,205,2,12,2013-03-05
"1526",2013-03-05 13:00:00,345.553488372093,498.391304347826,215,2,13,2013-03-05
"1527",2013-03-05 14:00:00,348.923076923077,563.895,208,2,14,2013-03-05
"1528",2013-03-05 15:00:00,338.593607305936,555.024630541872,219,2,15,2013-03-05
"1529",2013-03-05 16:00:00,414.808219178082,553.207729468599,219,2,16,2013-03-05
"1530",2013-03-05 17:00:00,183.908212560386,487.462311557789,207,2,17,2013-03-05
"1531",2013-03-05 18:00:00,105.059701492537,456.729591836735,201,2,18,2013-03-05
"1532",2013-03-05 19:00:00,47.3297297297297,452.63687150838,185,2,19,2013-03-05
"1533",2013-03-05 20:00:00,32.3212121212121,455.099378881988,165,2,20,2013-03-05
"1534",2013-03-05 21:00:00,41.0337837837838,397.193103448276,148,2,21,2013-03-05
"1535",2013-03-05 22:00:00,65.2785714285714,463.191176470588,140,2,22,2013-03-05
"1536",2013-03-05 23:00:00,33.8245614035088,392.330275229358,114,2,23,2013-03-05
"1537",2013-03-06 00:00:00,36.311320754717,375.857142857143,106,3,0,2013-03-06
"1538",2013-03-06 01:00:00,298.122448979592,400.061224489796,98,3,1,2013-03-06
"1539",2013-03-06 02:00:00,22.8153846153846,286.630769230769,65,3,2,2013-03-06
"1540",2013-03-06 03:00:00,29.3432835820896,368.328358208955,67,3,3,2013-03-06
"1541",2013-03-06 04:00:00,27.4929577464789,348.304347826087,71,3,4,2013-03-06
"1542",2013-03-06 05:00:00,30.3636363636364,370.818181818182,66,3,5,2013-03-06
"1543",2013-03-06 06:00:00,30.4736842105263,406.232142857143,57,3,6,2013-03-06
"1544",2013-03-06 07:00:00,28.7906976744186,391.178571428571,86,3,7,2013-03-06
"1545",2013-03-06 08:00:00,41.2432432432432,421.935714285714,148,3,8,2013-03-06
"1546",2013-03-06 09:00:00,36.9775280898876,423.947976878613,178,3,9,2013-03-06
"1547",2013-03-06 10:00:00,40.1460674157303,456.306358381503,178,3,10,2013-03-06
"1548",2013-03-06 11:00:00,42.0747663551402,454.461904761905,214,3,11,2013-03-06
"1549",2013-03-06 12:00:00,59.4626865671642,507.455026455026,201,3,12,2013-03-06
"1550",2013-03-06 13:00:00,191.197183098592,558.721153846154,213,3,13,2013-03-06
"1551",2013-03-06 14:00:00,183.409523809524,580.174358974359,210,3,14,2013-03-06
"1552",2013-03-06 15:00:00,244.00518134715,526.342245989305,193,3,15,2013-03-06
"1553",2013-03-06 16:00:00,145.868852459016,520.817142857143,183,3,16,2013-03-06
"1554",2013-03-06 17:00:00,104.212121212121,446.905063291139,165,3,17,2013-03-06
"1555",2013-03-06 18:00:00,44.8622754491018,412.142857142857,167,3,18,2013-03-06
"1556",2013-03-06 19:00:00,55.4086021505376,404.724719101124,186,3,19,2013-03-06
"1557",2013-03-06 20:00:00,33.9858156028369,417.432624113475,141,3,20,2013-03-06
"1558",2013-03-06 21:00:00,31.9179104477612,438.204545454545,134,3,21,2013-03-06
"1559",2013-03-06 22:00:00,28.12,395.455284552846,125,3,22,2013-03-06
"1560",2013-03-06 23:00:00,26.1842105263158,385.701754385965,114,3,23,2013-03-06
"1561",2013-03-07 00:00:00,218.950980392157,416.8,102,4,0,2013-03-07
"1562",2013-03-07 01:00:00,30,344.147058823529,72,4,1,2013-03-07
"1563",2013-03-07 02:00:00,78.3932584269663,402.188235294118,89,4,2,2013-03-07
"1564",2013-03-07 03:00:00,27.5060240963855,379.329268292683,83,4,3,2013-03-07
"1565",2013-03-07 04:00:00,29.6875,408.382978723404,48,4,4,2013-03-07
"1566",2013-03-07 05:00:00,27.5692307692308,349.569230769231,65,4,5,2013-03-07
"1567",2013-03-07 06:00:00,29.7297297297297,409.027777777778,74,4,6,2013-03-07
"1568",2013-03-07 07:00:00,32.6902654867257,482.387387387387,113,4,7,2013-03-07
"1569",2013-03-07 08:00:00,29.9256756756757,433.075862068966,148,4,8,2013-03-07
"1570",2013-03-07 09:00:00,31.0903614457831,409.54375,166,4,9,2013-03-07
"1571",2013-03-07 10:00:00,45.9414893617021,435.629032258065,188,4,10,2013-03-07
"1572",2013-03-07 11:00:00,94.1428571428571,482.719298245614,175,4,11,2013-03-07
"1573",2013-03-07 12:00:00,59.2623762376238,475.814070351759,202,4,12,2013-03-07
"1574",2013-03-07 13:00:00,106.165,505.046153846154,200,4,13,2013-03-07
"1575",2013-03-07 14:00:00,154.306010928962,496.491525423729,183,4,14,2013-03-07
"1576",2013-03-07 15:00:00,51.6140350877193,490.05325443787,171,4,15,2013-03-07
"1577",2013-03-07 16:00:00,75.9720670391062,471.578651685393,179,4,16,2013-03-07
"1578",2013-03-07 17:00:00,59.7152317880795,470.821917808219,151,4,17,2013-03-07
"1579",2013-03-07 18:00:00,44.9931034482759,452.721428571429,145,4,18,2013-03-07
"1580",2013-03-07 19:00:00,42.8622754491018,467.259493670886,167,4,19,2013-03-07
"1581",2013-03-07 20:00:00,53.2666666666667,441.42,165,4,20,2013-03-07
"1582",2013-03-07 21:00:00,28.1958041958042,394.431654676259,143,4,21,2013-03-07
"1583",2013-03-07 22:00:00,32.1475409836066,395.731092436975,122,4,22,2013-03-07
"1584",2013-03-07 23:00:00,35.4210526315789,424.679389312977,133,4,23,2013-03-07
"1585",2013-03-08 00:00:00,49.4380952380952,408.43137254902,105,5,0,2013-03-08
"1586",2013-03-08 01:00:00,34.2727272727273,400.443298969072,99,5,1,2013-03-08
"1587",2013-03-08 02:00:00,43.4416666666667,290.260869565217,120,5,2,2013-03-08
"1588",2013-03-08 03:00:00,34.7285714285714,406.411764705882,70,5,3,2013-03-08
"1589",2013-03-08 04:00:00,37.5217391304348,417.573529411765,69,5,4,2013-03-08
"1590",2013-03-08 05:00:00,27.7424242424242,494.092307692308,66,5,5,2013-03-08
"1591",2013-03-08 06:00:00,64.4698795180723,517.911392405063,83,5,6,2013-03-08
"1592",2013-03-08 07:00:00,48.6410256410256,597.714285714286,117,5,7,2013-03-08
"1593",2013-03-08 08:00:00,75.7597765363129,631.890173410405,179,5,8,2013-03-08
"1594",2013-03-08 09:00:00,123.529100529101,562.628415300546,189,5,9,2013-03-08
"1595",2013-03-08 10:00:00,112.772511848341,562.144927536232,211,5,10,2013-03-08
"1596",2013-03-08 11:00:00,90.2445652173913,512.780898876405,184,5,11,2013-03-08
"1597",2013-03-08 12:00:00,82.5515463917526,504.396825396825,194,5,12,2013-03-08
"1598",2013-03-08 13:00:00,89.3518518518518,503.789808917197,162,5,13,2013-03-08
"1599",2013-03-08 14:00:00,67.0722222222222,471.954802259887,180,5,14,2013-03-08
"1600",2013-03-08 15:00:00,71.0223463687151,470.610778443114,179,5,15,2013-03-08
"1601",2013-03-08 16:00:00,51.8698224852071,441.939393939394,169,5,16,2013-03-08
"1602",2013-03-08 17:00:00,49.0454545454545,419.682119205298,154,5,17,2013-03-08
"1603",2013-03-08 18:00:00,33.6582278481013,423.763157894737,158,5,18,2013-03-08
"1604",2013-03-08 19:00:00,31.3513513513514,397.854166666667,148,5,19,2013-03-08
"1605",2013-03-08 20:00:00,29.7017543859649,440.714285714286,171,5,20,2013-03-08
"1606",2013-03-08 21:00:00,31.1818181818182,397.732876712329,154,5,21,2013-03-08
"1607",2013-03-08 22:00:00,32.1986754966887,415.074324324324,151,5,22,2013-03-08
"1608",2013-03-08 23:00:00,35.4962406015038,434.396825396825,133,5,23,2013-03-08
"1609",2013-03-09 00:00:00,462.636363636364,427.459627329193,165,6,0,2013-03-09
"1610",2013-03-09 01:00:00,149.425196850394,419.25,127,6,1,2013-03-09
"1611",2013-03-09 02:00:00,217.264462809917,403.172413793103,121,6,2,2013-03-09
"1612",2013-03-09 03:00:00,94.2053571428571,440.348623853211,112,6,3,2013-03-09
"1613",2013-03-09 04:00:00,50.5148514851485,435.824742268041,101,6,4,2013-03-09
"1614",2013-03-09 05:00:00,48.010101010101,416.105263157895,99,6,5,2013-03-09
"1615",2013-03-09 06:00:00,53.8888888888889,431.46511627907,90,6,6,2013-03-09
"1616",2013-03-09 07:00:00,40.2142857142857,474.163636363636,112,6,7,2013-03-09
"1617",2013-03-09 08:00:00,24.9915254237288,399.6,118,6,8,2013-03-09
"1618",2013-03-09 09:00:00,30.134328358209,338.94696969697,134,6,9,2013-03-09
"1619",2013-03-09 10:00:00,29.2028985507246,360.308270676692,138,6,10,2013-03-09
"1620",2013-03-09 11:00:00,26.9788732394366,372.05,142,6,11,2013-03-09
"1621",2013-03-09 12:00:00,36.5952380952381,446.933734939759,168,6,12,2013-03-09
"1622",2013-03-09 13:00:00,92.5605095541401,474.411764705882,157,6,13,2013-03-09
"1623",2013-03-09 14:00:00,72.9312169312169,526.688172043011,189,6,14,2013-03-09
"1624",2013-03-09 15:00:00,66.7530120481928,437.91875,166,6,15,2013-03-09
"1625",2013-03-09 16:00:00,42.2974358974359,470.756613756614,195,6,16,2013-03-09
"1626",2013-03-09 17:00:00,80.5480225988701,464.046511627907,177,6,17,2013-03-09
"1627",2013-03-09 18:00:00,39.6516853932584,452.162790697674,178,6,18,2013-03-09
"1628",2013-03-09 19:00:00,44.6494845360825,444.470588235294,194,6,19,2013-03-09
"1629",2013-03-09 20:00:00,56.6810810810811,455.497267759563,185,6,20,2013-03-09
"1630",2013-03-09 21:00:00,50.4904458598726,467.953642384106,157,6,21,2013-03-09
"1631",2013-03-09 22:00:00,42.9147727272727,451.305882352941,176,6,22,2013-03-09
"1632",2013-03-09 23:00:00,67.7581699346405,507.506756756757,153,6,23,2013-03-09
"1633",2013-03-10 00:00:00,210.466666666667,457.61935483871,165,0,0,2013-03-10
"1634",2013-03-10 01:00:00,660.216783216783,823.277372262774,143,0,1,2013-03-10
"1635",2013-03-10 03:00:00,262,482.269230769231,135,0,3,2013-03-10
"1636",2013-03-10 04:00:00,226.514084507042,452.124031007752,142,0,4,2013-03-10
"1637",2013-03-10 05:00:00,205.983050847458,504.477876106195,118,0,5,2013-03-10
"1638",2013-03-10 06:00:00,36.1477272727273,400.797619047619,88,0,6,2013-03-10
"1639",2013-03-10 07:00:00,28.780487804878,386.207317073171,82,0,7,2013-03-10
"1640",2013-03-10 08:00:00,28.925,372.601769911504,120,0,8,2013-03-10
"1641",2013-03-10 09:00:00,25.7203389830508,374.008620689655,118,0,9,2013-03-10
"1642",2013-03-10 10:00:00,26.5555555555556,374.156028368794,144,0,10,2013-03-10
"1643",2013-03-10 11:00:00,26.2627737226277,406.861313868613,137,0,11,2013-03-10
"1644",2013-03-10 12:00:00,31.2958579881657,412.590361445783,169,0,12,2013-03-10
"1645",2013-03-10 13:00:00,38.2638036809816,411.774193548387,163,0,13,2013-03-10
"1646",2013-03-10 14:00:00,26.7755102040816,437.251748251748,147,0,14,2013-03-10
"1647",2013-03-10 15:00:00,39.7631578947368,499.103448275862,152,0,15,2013-03-10
"1648",2013-03-10 16:00:00,41.7162162162162,453.62676056338,148,0,16,2013-03-10
"1649",2013-03-10 17:00:00,33.6065573770492,464.034482758621,183,0,17,2013-03-10
"1650",2013-03-10 18:00:00,38.3169014084507,379.956834532374,142,0,18,2013-03-10
"1651",2013-03-10 19:00:00,33.0506329113924,420.720779220779,158,0,19,2013-03-10
"1652",2013-03-10 20:00:00,33.8057142857143,394.7,175,0,20,2013-03-10
"1653",2013-03-10 21:00:00,41.841726618705,387.651851851852,139,0,21,2013-03-10
"1654",2013-03-10 22:00:00,50.9097222222222,428.107142857143,144,0,22,2013-03-10
"1655",2013-03-10 23:00:00,44.327868852459,427.186440677966,122,0,23,2013-03-10
"1656",2013-03-11 00:00:00,29.6166666666667,394.075630252101,120,1,0,2013-03-11
"1657",2013-03-11 01:00:00,41.0947368421053,409.870967741935,95,1,1,2013-03-11
"1658",2013-03-11 02:00:00,22.9857142857143,313.913043478261,70,1,2,2013-03-11
"1659",2013-03-11 03:00:00,26.5833333333333,367,60,1,3,2013-03-11
"1660",2013-03-11 04:00:00,33.4324324324324,363.43661971831,74,1,4,2013-03-11
"1661",2013-03-11 05:00:00,55.8854166666667,387.148936170213,96,1,5,2013-03-11
"1662",2013-03-11 06:00:00,30.547619047619,381.875,84,1,6,2013-03-11
"1663",2013-03-11 07:00:00,50.1044776119403,474.8671875,134,1,7,2013-03-11
"1664",2013-03-11 08:00:00,30.9034482758621,472.234042553192,145,1,8,2013-03-11
"1665",2013-03-11 09:00:00,122.904306220096,458.368932038835,209,1,9,2013-03-11
"1666",2013-03-11 10:00:00,130.307339449541,501.899521531101,218,1,10,2013-03-11
"1667",2013-03-11 11:00:00,120.363184079602,474.59693877551,201,1,11,2013-03-11
"1668",2013-03-11 12:00:00,154.242857142857,512.669902912621,210,1,12,2013-03-11
"1669",2013-03-11 13:00:00,217.009433962264,541.725,212,1,13,2013-03-11
"1670",2013-03-11 14:00:00,248.42328042328,575.131868131868,189,1,14,2013-03-11
"1671",2013-03-11 15:00:00,163.38578680203,561.381720430108,197,1,15,2013-03-11
"1672",2013-03-11 16:00:00,171.133333333333,501.275862068966,180,1,16,2013-03-11
"1673",2013-03-11 17:00:00,121.005617977528,494.548571428571,178,1,17,2013-03-11
"1674",2013-03-11 18:00:00,50.6808510638298,425.256684491979,188,1,18,2013-03-11
"1675",2013-03-11 19:00:00,52.5108695652174,494.944134078212,184,1,19,2013-03-11
"1676",2013-03-11 20:00:00,47.0828402366864,457.646706586826,169,1,20,2013-03-11
"1677",2013-03-11 21:00:00,42.159509202454,421.207547169811,163,1,21,2013-03-11
"1678",2013-03-11 22:00:00,50.9101796407186,450.791411042945,167,1,22,2013-03-11
"1679",2013-03-11 23:00:00,29.0429447852761,374.830188679245,163,1,23,2013-03-11
"1680",2013-03-12 00:00:00,32.875,367.147368421053,96,2,0,2013-03-12
"1681",2013-03-12 01:00:00,27.843137254902,355.823529411765,102,2,1,2013-03-12
"1682",2013-03-12 02:00:00,24.9550561797753,358.511627906977,89,2,2,2013-03-12
"1683",2013-03-12 03:00:00,52.7,384.610169491525,60,2,3,2013-03-12
"1684",2013-03-12 04:00:00,26.9558823529412,396.701492537313,68,2,4,2013-03-12
"1685",2013-03-12 05:00:00,41.4464285714286,477.12962962963,56,2,5,2013-03-12
"1686",2013-03-12 06:00:00,32.2560975609756,483.493827160494,82,2,6,2013-03-12
"1687",2013-03-12 07:00:00,34.9298245614035,467.51376146789,114,2,7,2013-03-12
"1688",2013-03-12 08:00:00,33.3172413793103,487.664233576642,145,2,8,2013-03-12
"1689",2013-03-12 09:00:00,51.4293785310734,492.829411764706,177,2,9,2013-03-12
"1690",2013-03-12 10:00:00,122.961538461538,483.024390243902,208,2,10,2013-03-12
"1691",2013-03-12 11:00:00,77.2146596858639,489.378378378378,191,2,11,2013-03-12
"1692",2013-03-12 12:00:00,171.645348837209,481.164705882353,172,2,12,2013-03-12
"1693",2013-03-12 13:00:00,172.037234042553,486.434065934066,188,2,13,2013-03-12
"1694",2013-03-12 14:00:00,222.624277456647,529.232142857143,173,2,14,2013-03-12
"1695",2013-03-12 15:00:00,212.994736842105,638.435483870968,190,2,15,2013-03-12
"1696",2013-03-12 16:00:00,145.124293785311,574.461538461538,177,2,16,2013-03-12
"1697",2013-03-12 17:00:00,74.9345238095238,490.337423312883,168,2,17,2013-03-12
"1698",2013-03-12 18:00:00,59.8882352941176,505.650887573964,170,2,18,2013-03-12
"1699",2013-03-12 19:00:00,43.7696629213483,465.829411764706,178,2,19,2013-03-12
"1700",2013-03-12 20:00:00,28.7007299270073,404.548148148148,137,2,20,2013-03-12
"1701",2013-03-12 21:00:00,34.7218543046358,406.331034482759,151,2,21,2013-03-12
"1702",2013-03-12 22:00:00,30.7876712328767,408.070422535211,146,2,22,2013-03-12
"1703",2013-03-12 23:00:00,28.8333333333333,394.795081967213,126,2,23,2013-03-12
"1704",2013-03-13 00:00:00,22.9907407407407,408.367924528302,108,3,0,2013-03-13
"1705",2013-03-13 01:00:00,27.6344086021505,383.483516483516,93,3,1,2013-03-13
"1706",2013-03-13 02:00:00,61.0595238095238,353.62962962963,84,3,2,2013-03-13
"1707",2013-03-13 03:00:00,31.0786516853933,425.909090909091,89,3,3,2013-03-13
"1708",2013-03-13 04:00:00,40.8142857142857,410.724637681159,70,3,4,2013-03-13
"1709",2013-03-13 05:00:00,30.1379310344828,419.092592592593,58,3,5,2013-03-13
"1710",2013-03-13 06:00:00,25.48,385.736111111111,75,3,6,2013-03-13
"1711",2013-03-13 07:00:00,25.3711340206186,490.291666666667,97,3,7,2013-03-13
"1712",2013-03-13 08:00:00,38.294964028777,479.402985074627,139,3,8,2013-03-13
"1713",2013-03-13 09:00:00,45.9153439153439,463.25,189,3,9,2013-03-13
"1714",2013-03-13 10:00:00,61.3333333333333,469.344262295082,186,3,10,2013-03-13
"1715",2013-03-13 11:00:00,103.921465968586,480.640211640212,191,3,11,2013-03-13
"1716",2013-03-13 12:00:00,87.6986301369863,539.182242990654,219,3,12,2013-03-13
"1717",2013-03-13 13:00:00,297.656108597285,543.252380952381,221,3,13,2013-03-13
"1718",2013-03-13 14:00:00,290.391705069124,600.18137254902,217,3,14,2013-03-13
"1719",2013-03-13 15:00:00,436.903225806452,644.723300970874,217,3,15,2013-03-13
"1720",2013-03-13 16:00:00,443.142857142857,574.058201058201,196,3,16,2013-03-13
"1721",2013-03-13 17:00:00,78.8139534883721,505.993902439024,172,3,17,2013-03-13
"1722",2013-03-13 18:00:00,79.2709359605911,493.880597014925,203,3,18,2013-03-13
"1723",2013-03-13 19:00:00,65.9404761904762,468.89696969697,168,3,19,2013-03-13
"1724",2013-03-13 20:00:00,102.845,491.127551020408,200,3,20,2013-03-13
"1725",2013-03-13 21:00:00,123.772727272727,457.553333333333,154,3,21,2013-03-13
"1726",2013-03-13 22:00:00,85.0194805194805,485.171052631579,154,3,22,2013-03-13
"1727",2013-03-13 23:00:00,36.968992248062,414.904,129,3,23,2013-03-13
"1728",2013-03-14 00:00:00,43.4728682170543,400.2421875,129,4,0,2013-03-14
"1729",2013-03-14 01:00:00,26.5408163265306,360.294736842105,98,4,1,2013-03-14
"1730",2013-03-14 02:00:00,36.1022727272727,384.729411764706,88,4,2,2013-03-14
"1731",2013-03-14 03:00:00,34.3461538461538,394.803921568627,52,4,3,2013-03-14
"1732",2013-03-14 04:00:00,26.3384615384615,416.790322580645,65,4,4,2013-03-14
"1733",2013-03-14 05:00:00,39.027027027027,416.424657534247,74,4,5,2013-03-14
"1734",2013-03-14 06:00:00,36.1692307692308,398.31746031746,65,4,6,2013-03-14
"1735",2013-03-14 07:00:00,50.0978260869565,427.43956043956,92,4,7,2013-03-14
"1736",2013-03-14 08:00:00,40.8714285714286,428.579710144928,140,4,8,2013-03-14
"1737",2013-03-14 09:00:00,38.4,456.063694267516,160,4,9,2013-03-14
"1738",2013-03-14 10:00:00,33.6908212560386,466.426470588235,207,4,10,2013-03-14
"1739",2013-03-14 11:00:00,52.6197916666667,487.085561497326,192,4,11,2013-03-14
"1740",2013-03-14 12:00:00,97.819587628866,500.561497326203,194,4,12,2013-03-14
"1741",2013-03-14 13:00:00,88.0295857988166,568.506024096386,169,4,13,2013-03-14
"1742",2013-03-14 14:00:00,74.9597989949749,525.2,199,4,14,2013-03-14
"1743",2013-03-14 15:00:00,136.005555555556,568.717514124294,180,4,15,2013-03-14
"1744",2013-03-14 16:00:00,93.9795918367347,570.918032786885,196,4,16,2013-03-14
"1745",2013-03-14 17:00:00,199.509708737864,527.813131313131,206,4,17,2013-03-14
"1746",2013-03-14 18:00:00,67.2202380952381,525.815950920245,168,4,18,2013-03-14
"1747",2013-03-14 19:00:00,40.9507042253521,457.642857142857,142,4,19,2013-03-14
"1748",2013-03-14 20:00:00,34.1643835616438,376.627586206897,146,4,20,2013-03-14
"1749",2013-03-14 21:00:00,35.9852941176471,411.759689922481,136,4,21,2013-03-14
"1750",2013-03-14 22:00:00,38.1360544217687,418.478571428571,147,4,22,2013-03-14
"1751",2013-03-14 23:00:00,45.0802919708029,391.466666666667,137,4,23,2013-03-14
"1752",2013-03-15 00:00:00,189.845528455285,400.157024793388,123,5,0,2013-03-15
"1753",2013-03-15 01:00:00,133.425,420.598290598291,120,5,1,2013-03-15
"1754",2013-03-15 02:00:00,38.1034482758621,340.529411764706,87,5,2,2013-03-15
"1755",2013-03-15 03:00:00,29.625,360.138888888889,72,5,3,2013-03-15
"1756",2013-03-15 04:00:00,33.88,422.575342465753,75,5,4,2013-03-15
"1757",2013-03-15 05:00:00,39.2469135802469,383.116883116883,81,5,5,2013-03-15
"1758",2013-03-15 06:00:00,98.7534246575343,457.869565217391,73,5,6,2013-03-15
"1759",2013-03-15 07:00:00,149.747474747475,438.051546391753,99,5,7,2013-03-15
"1760",2013-03-15 08:00:00,36.7769784172662,443.962962962963,139,5,8,2013-03-15
