,latlon,zip_code
7943,"40.60852,-74.147026",10314
7944,"40.63237,-74.15814",10303
7945,"40.640728,-74.16918",10303
7946,"40.69098,-73.74878",11412
7947,"40.734245,-73.8634",11374
7948,"40.73752,-73.84497",11367
7949,"40.74664,-73.84817",11355
7950,"40.7339,-73.9542",11222
7951,"40.83247,-73.838",10465
7952,"40.71004,-73.96052",11211
7953,"40.732014,-73.84375",11375
7954,"40.72878,-73.926155",11378
7955,"40.58381,-73.91918",11235
7956,"40.76115,-73.901634",11377
7957,"40.718533,-73.82619",11367
7958,"40.753033,-73.74388",11364
7959,"40.760696,-73.73156",11362
7960,"40.743534,-73.76609",11364
7961,"40.744156,-73.771805",11364
7962,"40.7565,-73.73343",11362
7963,"40.738503,-73.93925",11101
7964,"40.738075,-73.85373",11368
7965,"40.734158,-73.866516",11373
7966,"40.739285,-73.84761",11368
7967,"40.760365,-73.82651",11354
7968,"40.76329,-73.77963",11361
7969,"40.7889,-73.787",11360
7970,"40.73536,-73.91931",11377
7971,"40.74152,-73.904594",11377
7972,"40.724255,-73.91251",11378
7973,"40.741665,-73.95063",11101
7974,"40.724277,-73.98186",10009
7975,"40.75993,-73.90221",11377
7976,"40.692505,-73.88039",11385
7977,"40.728317,-73.88405",11379
7978,"40.72425,-73.88084",11379
7979,"40.69113,-73.81008",11419
7980,"40.632793,-74.13405",10302
7981,"40.600895,-74.176735",10314
7982,"40.767956,-73.88433",11369
7983,"40.753204,-73.91072",11377
7984,"40.774372,-73.92354",11102
7985,"40.77204,-73.93224",11102
7986,"40.675312,-73.777145",11434
7987,"40.67543,-73.80225",11420
7988,"40.69733,-73.76202",11412
7989,"40.69238,-73.762436",11412
7990,"40.673847,-73.795715",11436
7991,"40.666847,-73.76102",11413
7992,"40.69723,-73.81332",11435
7993,"40.693264,-73.824066",11419
7994,"40.696865,-73.815346",11418
7995,"40.712,-73.82546",11415
7996,"40.70224,-73.81965",11418
7997,"40.709747,-73.82057",11435
7998,"40.706947,-73.818344",11435
7999,"40.714348,-73.82513",11415
8000,"40.736576,-73.955315",11222
8001,"40.71469,-73.942696",11211
8002,"40.720074,-73.95985",11249
8003,"40.69806,-73.96237",11205
8004,"40.71025,-73.9575",11211
8005,"40.70674,-73.95784",11211
8006,"40.701565,-73.96096",11249
8007,"40.696373,-73.979034",11205
8008,"40.695908,-73.98322",11201
8009,"40.697205,-73.98846",11201
8010,"40.73212,-73.92554",11378
8011,"40.70543,-73.9181",11237
8012,"40.68812,-73.9117",11207
8013,"40.679543,-73.93414",11213
8014,"40.664696,-73.87685",11208
8015,"40.681416,-73.89623",11207
8016,"40.659573,-73.88846",11207
8017,"40.725994,-73.75815",11427
8018,"40.71603,-73.82359",11435
8019,"40.723743,-73.77511",11423
8020,"40.71528,-73.802864",11432
8021,"40.719868,-73.82324",11367
8022,"40.684383,-73.823265",11419
8023,"40.684135,-73.82413",11419
8024,"40.66524,-73.817764",11420
8025,"40.66871,-73.84043",11417
8026,"40.664997,-73.84406",11414
8027,"40.66453,-73.81974",11420
8028,"40.666462,-73.80445",11420
8029,"40.685383,-73.81973",11419
8030,"40.664898,-73.820435",11420
8031,"40.679523,-73.81077",11420
8032,"40.66706,-73.7392",11422
8033,"40.667458,-73.73907",11422
8034,"40.73182,-73.748764",11427
8035,"40.73038,-73.73859",11427
8036,"40.665836,-73.75739",11413
8037,"40.733044,-73.73895",11427
8038,"40.71722,-73.72817",11003
8039,"40.71909,-73.72649",11003
8040,"40.71717,-73.73543",11429
8041,"40.71102,-73.728",11429
8042,"40.738148,-73.72402",11426
8043,"40.737606,-73.74073",11427
8044,"40.681,-73.97445",11217
8045,"40.70377,-73.93822",11206
8046,"40.682785,-73.895905",11207
8047,"40.6552,-73.893555",11207
8048,"40.657524,-73.91055",11212
8049,"40.66284,-73.99894",11232
8050,"40.66173,-73.96078",11225
8051,"40.65671,-73.95648",11225
8052,"40.65319,-73.96622",11226
8053,"40.611065,-74.03158",11209
8054,"40.618538,-74.02364",11228
8055,"40.61847,-74.021225",11228
8056,"40.607555,-74.03351",11228
8057,"40.628643,-74.005936",11219
8058,"40.62704,-73.96663",11230
8059,"40.739067,-73.79429",11365
8060,"40.69657,-73.95844",11205
8061,"40.690594,-73.95162",11205
8062,"40.670338,-73.9975",11215
8063,"40.670902,-73.99686",11215
8064,"40.672768,-73.98672",11215
8065,"40.682415,-73.97065",11238
8066,"40.62163,-73.89721",11234
8067,"40.607243,-73.98726",11223
8068,"40.58302,-73.97384",11223
8069,"40.577003,-74.00217",11224
8070,"40.58862,-73.98373",11214
8071,"40.862534,-73.89708",10468
8072,"41.258785,-73.99024",10986
8073,"40.84362,-73.89488",10457
8074,"40.84434,-73.892044",10457
8075,"40.83784,-73.8732",10460
8076,"40.879635,-73.85823",10467
8077,"40.875633,-73.87027",10467
8078,"40.88226,-73.86705",10467
8079,"40.77373,-73.96401",10021
8080,"40.77714,-73.94257",10128
8081,"40.78098,-73.94416",10128
8082,"40.749603,-73.97951",10016
8083,"40.7227,-73.98787",10002
8084,"40.721462,-73.98853",10002
8085,"40.71453,-73.97686",10002
8086,"40.706535,-74.002235",10038
8087,"40.7818569,-73.8252243",11357
8088,"40.7383321,-73.8008261",11365
8089,"40.7263443,-73.7650719",11427
8090,"40.835122,-73.8739019",10472
8091,"40.8245822,-73.8705385",10472
8092,"40.709926,-73.9904595",10002
8093,"40.7246901,-73.7723973",11423
8094,"40.7867847,-73.8096968",11357
8095,"40.7876877,-73.8152712",11357
8096,"40.7772039,-73.7675516",11360
8097,"40.7719141,-73.8326074",11354
8098,"40.759018,-73.855156",11369
8099,"40.741447,-73.84603",11368
8100,"40.643517,-74.01874",11220
8101,"40.70041,-73.81553",11418
8102,"40.772327,-73.94531",10028
8103,"40.8444,-73.90159",10457
8104,"40.732822,-73.8684",11373
8105,"40.584557,-73.950874",11235
8106,"40.84768,-73.92459",10453
8107,"40.864376,-73.82524",10475
8108,"40.82922,-73.83985",10465
8109,"40.844852,-73.91317",10452
8110,"40.83102,-73.91535",10456
8111,"40.80467,-73.92242",10454
8112,"40.8352,-73.86599",10460
8113,"40.830563,-73.87091",10472
8114,"40.824734,-73.849365",10473
8115,"40.837654,-73.89997",10457
8116,"40.818893,-73.89229",10459
8117,"40.818012,-73.92519",10451
8118,"40.833225,-73.93543",10039
8119,"40.847324,-73.94356",10033
8120,"40.80437,-73.93533",10035
8121,"40.80643,-73.94225",10035
8122,"40.80104,-73.92984",10035
8123,"40.803387,-73.93505",10035
8124,"40.75563,-73.96113",10022
8125,"40.77461,-73.94809",10028
8126,"40.692345,-73.88179",11385
8127,"40.715263,-73.976326",10002
8128,"40.710434,-73.838066",11418
8129,"40.867554,-73.84904",10469
8130,"40.739655,-73.81784",11355
8131,"40.719124,-73.791405",11432
8132,"40.537388,-74.1661",10312
8133,"40.660442,-73.95688",11225
8134,"40.6545,-73.88222",11207
8135,"40.816883,-73.96265",10027
8136,"40.676598,-73.93039",11213
8137,"40.8452,-73.92671",10452
8138,"40.844604,-73.90348",10457
8139,"40.68892,-73.99915",11201
8140,"40.69245,-73.811005",11419
8141,"40.844746,-73.90363",10457
8142,"40.71445,-73.9306",11237
8143,"40.634377,-74.03866",11209
8144,"40.593773,-74.16323",10314
8145,"40.59102,-74.100914",10304
8146,"40.834145,-73.88277",10460
8147,"40.608955,-74.09046",10304
8148,"40.63612,-74.138245",10302
8149,"40.836094,-73.92927",10452
8150,"40.8339,-73.88322",10460
8151,"40.673008,-73.81334",11420
8152,"40.596733,-74.07045",10305
8153,"40.630577,-73.88591",11236
8154,"40.83643,-73.87415",10472
8155,"40.685654,-73.81165",11420
8156,"40.77645,-73.90167",11105
8157,"40.766705,-73.89024",11370
8158,"40.761383,-73.83885",11368
8159,"40.870907,-73.90725",10468
8160,"40.6845,-73.92639",11233
8161,"40.514057,-74.24178",10307
8162,"40.856743,-73.917625",10453
8163,"40.812065,-73.89579",10474
8164,"40.759624,-73.7314",11362
8165,"40.58451,-73.987625",11214
8166,"40.722496,-73.940414",11222
8167,"40.682587,-73.962616",11238
8168,"40.738136,-73.79919",11365
8169,"40.725674,-74.00578",10013
8170,"40.666157,-73.79904",11436
8171,"40.650772,-74.01519",11232
8172,"40.669228,-73.9556",11225
8173,"40.7576,-73.90048",11377
8174,"40.76315,-73.81261",11354
8175,"40.628567,-73.888794",11236
8176,"40.669456,-73.86284",11208
8177,"40.667313,-73.73926",11422
8178,"40.717022,-73.94913",11211
8179,"40.76981,-73.86773",11369
8180,"40.75899,-73.83454",11354
8181,"40.787685,-73.81528",11357
8182,"40.737797,-73.8507",11368
8183,"40.740894,-73.821075",11355
8184,"40.74914,-73.91561",11104
8185,"40.80206,-73.97352",10025
8186,"40.814625,-73.92036",10451
8187,"40.719368,-73.836006",11375
8188,"40.748276,-73.93918",11101
8189,"40.69078,-73.72728",11411
8190,"40.699818,-73.920135",11237
8191,"40.736534,-73.85611",11368
8192,"40.523396,-74.209595",10309
8193,"40.7625,-73.87235",11369
8194,"40.61107,-74.00131",11214
8195,"40.599945,-73.90318",11234
8196,"40.897144,-73.88029",10471
8197,"40.654636,-73.97856",11218
8198,"40.830555,-73.832664",10465
8199,"40.830112,-73.850266",10472
8200,"40.89711,-73.88008",10471
8201,"40.677624,-73.93308",11213
8202,"40.695866,-73.96969",11205
8203,"40.597866,-74.14054",10314
8204,"40.86004,-73.908615",10453
8205,"40.758965,-73.95819",10065
8206,"40.70657,-73.75464",11412
8207,"40.62634,-74.13194",10302
8208,"40.865345,-73.90849",10468
8209,"40.8236,-73.9497",10031
8210,"40.584755,-73.94712",11235
8211,"40.86682,-73.83923",10469
8212,"40.774845,-73.78915",11360
8213,"40.676094,-73.94992",11216
8214,"40.75578,-74.00199",10001
8215,"40.655743,-73.85908",11414
8216,"40.54989,-74.18202",10312
8217,"40.60205,-74.01334",11228
8218,"40.67693,-74.00211",11231
8219,"40.741936,-73.97263",10016
8220,"40.73635,-73.97502",10010
8221,"40.715553,-73.82617",11415
8222,"40.762978,-73.727974",11362
8223,"40.83657,-73.877495",10472
8224,"40.707966,-73.99975",10038
8225,"40.743225,-73.83778",11367
8226,"40.603188,-74.06724",10305
8227,"40.88473,-73.81571",10475
8228,"40.81938,-73.95934",10027
8229,"40.895725,-73.87482",10470
8230,"40.587402,-73.991615",11214
8231,"40.808224,-73.93673",10037
8232,"40.738605,-73.8124",11355
8233,"40.7615,-73.997826",10036
8234,"40.759018,-73.85349",11368
8235,"40.818707,-73.8089",10465
8236,"40.87175,-73.816635",10464
8237,"40.82513,-73.931076",10451
8238,"40.86414,-73.93392",10040
8239,"40.61054,-74.103455",10301
8240,"40.58493,-73.95269",11235
8241,"40.666355,-73.8045",11420
8242,"40.89238,-73.88629",10471
8243,"40.71621,-73.82682",11367
8244,"40.58407,-73.92344",11235
8245,"40.828957,-73.842064",10465
8246,"40.828804,-73.84686",10472
8247,"40.854923,-73.82636",10461
8248,"40.669735,-73.75111",11413
8249,"40.66015,-73.85333",11414
8250,"40.68195,-73.89652",11207
8251,"40.73883,-73.809395",11365
8252,"40.7216,-73.941864",11222
8253,"40.828022,-73.84604",10472
8254,"40.761204,-73.75539",11362
8255,"40.633858,-73.911446",11236
8256,"40.593525,-73.99628",11214
8257,"40.63937,-73.9948",11219
8258,"40.7238,-73.8367",11367
8259,"40.684845,-73.81338",11420
8260,"40.805016,-73.92109",10454
8261,"40.660393,-74.001236",11232
8262,"40.739574,-73.79167",11365
8263,"40.820297,-73.854645",10473
8264,"40.81719,-73.93447",10037
8265,"40.680115,-73.7287",11422
8266,"40.748795,-73.834785",11355
8267,"40.77603,-73.915245",11105
8268,"40.634113,-73.99666",11219
8269,"40.768356,-73.904884",11103
8270,"40.699635,-73.80312",11435
8271,"40.64664,-73.9246",11203
8272,"40.738068,-73.93111",11101
8273,"40.85829,-73.869545",10467
8274,"40.74645,-73.89983",11377
8275,"40.758415,-73.796715",11358
8276,"40.752743,-73.97511",10017
8277,"40.63993,-74.08195",10301
8278,"40.66777,-73.94514",11213
8279,"40.789085,-73.780464",11360
8280,"40.83943,-73.92955",10452
8281,"40.71527,-73.85857",11374
8282,"40.625355,-74.13166",10302
8283,"40.72991,-73.91175",11378
8284,"40.734978,-73.8614",11374
8285,"40.768875,-73.90852",11103
8286,"40.60071,-74.19508",10314
8287,"40.69982,-73.9498",11206
8288,"40.767326,-73.92986",11102
8289,"40.703083,-73.85766",11385
8290,"40.7842,-73.942215",10029
8291,"40.718815,-73.793274",11432
8292,"40.729736,-73.833725",11367
8293,"40.71245,-73.91853",11385
8294,"40.767853,-73.934235",11106
8295,"40.65121,-73.95893",11226
8296,"40.789528,-73.820435",11357
8297,"40.76849,-73.776215",11361
8298,"40.648533,-74.01752",11232
8299,"40.661663,-73.923615",11212
8300,"40.680855,-74.00305",11231
8301,"40.535152,-74.19888",10309
8302,"40.587303,-73.96036",11235
8303,"40.69654,-73.72703",11411
8304,"40.74035,-73.788345",11365
8305,"40.87924,-73.91987",10463
8306,"40.87375,-73.90572",10463
8307,"40.63557,-74.12886",10310
8308,"40.6664,-73.74011",11422
8309,"40.749664,-73.89672",11377
8310,"40.677498,-73.87149",11208
8311,"40.716278,-74.00454",10013
8312,"40.73632,-73.85631",11368
8313,"40.676548,-73.96354",11238
8314,"40.701836,-73.78943",11433
8315,"40.713497,-73.75822",11423
8316,"40.73487,-73.92331",11377
8317,"40.73749,-73.73861",11427
8318,"40.819637,-73.93432",10039
8319,"40.61047,-74.11837",10314
8320,"40.70128,-73.93951",11206
8321,"40.58746,-74.14603",10314
8322,"40.75034,-73.983185",10018
8323,"40.761204,-73.73094",11362
8324,"40.69862,-73.920135",11237
8325,"40.592087,-73.786255",11692
8326,"40.771782,-73.96544",10021
8327,"40.592323,-73.96074",11223
8328,"40.74676,-73.86677",11368
8329,"40.695538,-73.74831",11412
8330,"40.843643,-73.90676",10457
8331,"40.88643,-73.895805",10471
8332,"40.7315,-73.872086",11373
8333,"40.65576,-73.87319",11239
8334,"40.69249,-73.81706",11419
8335,"40.666008,-73.789536",11434
8336,"40.88387,-73.886955",10467
8337,"40.76349,-73.86079",11369
8338,"40.802696,-73.949196",10026
8339,"40.744465,-73.77179",11364
8340,"40.80939,-73.88042",10474
8341,"40.654984,-74.00711",11232
8342,"40.609264,-73.93209",11234
8343,"40.867775,-73.931404",10040
8344,"40.584282,-73.917854",11235
8345,"40.708374,-73.84271",11418
8346,"40.63461,-74.13377",10302
8347,"40.835384,-73.93096",10452
8348,"40.69458,-73.819435",11419
8349,"40.585342,-73.94157",11235
8350,"40.828617,-73.84217",10465
8351,"40.59821,-74.12602",10314
8352,"40.660202,-73.96063",11225
8353,"40.752934,-73.9855",10018
8354,"40.719547,-73.9749",10009
8355,"40.72948,-73.9721",10009
8356,"40.71974,-73.86261",11374
8357,"40.83389,-73.85466",10462
8358,"40.763588,-73.83603",11354
8359,"40.790707,-73.81823",11357
8360,"40.585037,-73.95645",11235
8361,"40.775986,-73.78461",11360
8362,"40.79024,-73.97315",10024
8363,"40.69782,-73.927826",11221
8364,"40.847164,-73.836075",10461
8365,"40.64858,-73.87144",11239
8366,"40.67461,-73.80428",11420
8367,"40.626053,-74.177956",10303
8368,"40.732937,-73.920395",11377
8369,"40.64712,-74.01528",11220
8370,"40.5983,-74.19076",10314
8371,"40.730446,-73.98035",10009
8372,"40.69811,-73.94496",11206
8373,"40.689735,-73.74729",11411
8374,"40.849247,-73.82739",10461
8375,"40.896614,-73.860954",10466
8376,"40.75517,-73.779945",11361
8377,"40.751,-73.82571",11355
8378,"40.88455,-73.832344",10466
8379,"40.660316,-73.913216",11212
8380,"40.738598,-73.87744",11373
8381,"40.753693,-73.89831",11377
8382,"40.825115,-73.92541",10451
8383,"40.74546,-73.87584",11373
8384,"40.68791,-73.77797",11434
8385,"40.627167,-74.08088",10304
8386,"40.868458,-73.8214",10475
8387,"40.826424,-73.85868",10472
8388,"40.665363,-73.73102",11422
8389,"40.868317,-73.88189",10458
8390,"40.827194,-73.944374",10031
8391,"40.585827,-74.1573",10314
8392,"40.74181,-73.783005",11365
8393,"40.52858,-74.22184",10309
8394,"40.88178,-73.90072",10463
8395,"40.8724,-73.88981",10468
8396,"40.661728,-73.88331",11207
8397,"40.66632,-73.83481",11414
8398,"40.786423,-73.82394",11357
8399,"40.826466,-73.83013",10465
8400,"40.775444,-73.828445",11354
8401,"40.70523,-73.80358",11432
8402,"40.850426,-73.94679",10033
8403,"40.84222,-73.82579",10461
8404,"40.559128,-74.16949",10312
8405,"40.683544,-74.00176",11231
8406,"40.875893,-73.88825",10468
8407,"40.75488,-73.89929",11377
8408,"40.62256,-74.17085",10314
8409,"40.525616,-74.229416",10309
8410,"40.572975,-74.1214",10306
8411,"40.7499,-73.72802",11362
8412,"40.701496,-74.011566",10004
8413,"40.674797,-73.867",11208
8414,"40.814964,-73.84601",10473
8415,"40.812077,-73.88681",10474
8416,"40.62625,-73.95163",11210
8417,"40.66922,-73.801094",11436
8418,"40.68401,-73.85365",11416
8419,"40.644073,-74.077774",10301
8420,"40.78463,-73.83634",11356
8421,"40.750317,-73.99112",10001
8422,"40.771347,-73.92285",11102
8423,"40.77022,-73.89562",11370
8424,"40.582584,-73.83022",11694
8425,"40.829685,-73.8253",10465
8426,"40.69111,-73.91697",11221
8427,"40.825935,-73.83637",10465
8428,"40.82929,-73.93501",10039
8429,"40.823578,-73.878136",10472
8430,"40.700054,-73.92459",11221
8431,"40.900967,-73.90002",10471
8432,"40.689808,-73.80931",11419
8433,"40.609592,-74.15806",10314
8434,"40.70871,-73.77905",11423
8435,"40.865143,-73.87204",10467
8436,"40.58273,-73.97494",11223
8437,"40.64785,-73.976364",11218
8438,"40.593964,-74.16213",10314
8439,"40.85533,-73.93332",10040
8440,"40.666225,-73.80086",11436
8441,"40.73365,-73.855125",11374
8442,"40.680077,-73.852684",11417
8443,"40.866024,-73.92588",10034
8444,"40.755203,-73.74191",11362
8445,"40.716312,-73.81938",11435
8446,"40.879215,-73.885284",10468
8447,"40.635014,-74.13829",10302
8448,"40.67505,-73.73322",11422
8449,"40.774956,-73.96102",10075
8450,"40.63944,-73.93489",11203
8451,"40.68319,-73.8663",11416
8452,"40.754158,-73.96271",10022
8453,"40.7265,-73.75571",11427
8454,"40.65935,-73.99918",11232
8455,"40.61132,-74.114716",10314
8456,"40.71457,-73.83016",11375
8457,"40.608364,-74.14828",10314
8458,"40.755733,-73.796135",11358
8459,"40.5848,-73.927216",11235
8460,"40.838154,-73.9212",10452
8461,"40.58381,-73.96938",11223
8462,"40.822258,-73.95616",10031
8463,"40.62684,-73.96848",11230
8464,"40.663795,-73.99778",11232
8465,"40.891136,-73.85527",10466
8466,"40.672752,-73.87205",11208
8467,"40.596287,-74.16213",10314
8468,"40.560394,-74.120056",10306
8469,"40.60731,-73.9197",11234
8470,"40.61018,-74.03548",11209
8471,"40.644905,-74.01766",11220
8472,"40.666573,-73.811775",11420
8473,"40.716156,-73.728775",11429
8474,"40.61118,-74.105606",10301
8475,"40.789444,-73.98212",10024
8476,"40.7342,-73.74434",11427
8477,"40.63054,-74.134575",10302
8478,"40.5763,-73.84717",11694
8479,"40.787064,-73.94194",10029
8480,"40.6674,-73.773636",11434
8481,"40.761272,-73.95571",10065
8482,"40.589027,-74.160324",10314
8483,"40.76772,-73.902336",11103
8484,"40.715885,-73.81661",11435
8485,"40.709003,-73.92234",11237
8486,"40.710976,-73.97962",10002
8487,"40.78917,-73.95275",10029
8488,"40.534523,-74.21828",10309
8489,"40.79207,-73.97554",10024
8490,"40.608223,-74.1294",10314
8491,"40.73869,-73.94093",11101
8492,"40.616135,-74.17782",10314
8493,"40.7556,-73.97607",10017
8494,"40.596813,-74.14132",10314
8495,"40.824535,-73.87143",10472
8496,"40.84664,-73.92568",10453
8497,"40.88893,-73.86579",10467
8498,"40.771076,-73.94676",10075
8499,"40.84999,-73.93866",10033
8500,"40.76635,-73.88756",11370
8501,"40.540096,-74.16902",10312
8502,"40.640415,-74.02261",11220
8503,"40.757725,-73.86372",11368
8504,"40.58382,-74.16879",10314
8505,"40.709892,-73.94698",11206
8506,"40.614536,-74.168884",10314
8507,"40.52775,-74.210686",10309
8508,"40.674206,-73.72755",11422
8509,"40.637043,-74.03733",11209
8510,"40.71437,-73.946075",11211
8511,"40.602608,-74.16301",10314
8512,"40.71881,-73.83266",11367
8513,"40.883133,-73.882095",10467
8514,"40.736652,-73.9079",11377
8515,"40.641182,-73.944664",11203
8516,"40.623882,-73.9782",11204
8517,"40.70314,-73.76007",11412
8518,"40.838573,-73.93332",10032
8519,"40.738388,-73.80674",11365
8520,"40.662514,-73.87202",11208
8521,"40.508198,-74.22766",10309
8522,"40.62055,-74.16919",10314
8523,"40.823456,-73.92444",10451
8524,"40.854744,-73.92351",10033
8525,"40.829,-73.83642",10465
8526,"40.76547,-73.97005",10065
8527,"40.877033,-73.846375",10469
8528,"40.721573,-73.997765",10012
8529,"40.765766,-73.90347",11377
8530,"40.631668,-73.99563",11219
8531,"40.67445,-73.85929",11417
8532,"40.824085,-73.874344",10472
8533,"40.89225,-73.861404",10466
8534,"40.6772,-73.94147",11216
8535,"40.76706,-73.73912",11363
8536,"40.71604,-73.80504",11432
8537,"40.739788,-73.845375",11368
8538,"40.625103,-73.9772",11204
8539,"40.84587,-73.911446",10453
8540,"40.75218,-73.85201",11368
8541,"40.725937,-74.01103",10013
8542,"40.781853,-73.82523",11357
8543,"40.684563,-73.93238",11221
8544,"40.70996,-73.989334",10002
8545,"40.773808,-73.8929",11105
8546,"40.88531,-73.90813",10463
8547,"40.66411,-73.96034",11225
8548,"40.8115,-73.93481",10037
8549,"40.88709,-73.87803",10467
8550,"40.700954,-73.825676",11418
8551,"40.840496,-73.94599",10032
8552,"40.836098,-73.934875",10032
8553,"40.657753,-73.89612",11207
8554,"40.717155,-73.94924",11211
8555,"40.642826,-73.955505",11226
8556,"40.7736,-73.98158",10023
8557,"40.83398,-73.82635",10465
8558,"40.702484,-73.85981",11385
8559,"40.830837,-73.9166",10456
8560,"40.690758,-73.99624",11201
8561,"40.66518,-73.83175",11430
8562,"40.756786,-73.72125",11362
8563,"40.607723,-74.1473",10314
8564,"40.738907,-73.84756",11368
8565,"40.712532,-74.007675",10007
8566,"40.697903,-73.7271",11411
8567,"40.65434,-73.94704",11226
8568,"40.58902,-74.13867",10314
8569,"40.583702,-73.96946",11223
8570,"40.650276,-74.01176",11220
8571,"40.63406,-74.00411",11219
8572,"40.73639,-73.90972",11377
8573,"40.80562,-73.97069",10025
8574,"40.76249,-73.839584",11368
8575,"40.712166,-73.852516",11375
8576,"40.698544,-73.96236",11249
8577,"40.869316,-73.91674",10034
8578,"40.806293,-73.93603",10035
8579,"40.84106,-73.92851",10452
8580,"40.697247,-73.932846",11221
8581,"40.737278,-73.85246",11375
8582,"40.729923,-73.91208",11377
8583,"40.656593,-73.857635",11414
8584,"40.67344,-73.90298",11207
8585,"40.755516,-73.961105",10022
8586,"40.67794,-73.8023",11436
8587,"40.59549,-74.14229",10314
8588,"40.65218,-74.00996",11232
8589,"40.771023,-73.95365",10075
8590,"40.53583,-74.201965",10309
8591,"40.781693,-73.82225",11357
8592,"40.603832,-74.06895",10305
8593,"40.640354,-74.13157",10302
8594,"40.767754,-73.83193",11354
8595,"40.76277,-73.814",11354
8596,"40.83061,-73.93503",10039
8597,"40.760048,-73.92806",11106
8598,"40.823536,-73.93108",10451
8599,"40.771862,-73.87335",11371
8600,"40.60224,-73.75416",11691
8601,"40.588383,-73.95055",11235
8602,"40.773335,-73.95506",10075
8603,"40.832893,-73.81788",10465
8604,"40.717655,-73.7968",11432
8605,"40.69982,-73.996254",11201
8606,"40.72676,-73.90582",11378
8607,"40.677845,-73.95282",11216
8608,"40.538517,-74.20596",10309
8609,"40.588947,-74.14885",10314
8610,"40.74285,-73.830284",11367
8611,"40.615944,-74.137276",10314
8612,"40.69492,-73.80457",11435
8613,"40.6625,-73.80417",11430
8614,"40.711975,-73.76945",11423
8615,"40.664158,-73.99106",11215
8616,"40.684006,-74.001656",11231
8617,"40.601643,-73.76009",11691
8618,"40.626713,-73.891655",11236
8619,"40.88305,-73.89983",10463
8620,"40.6924,-73.8339",11419
8621,"40.685806,-73.80728",11420
8622,"40.61744,-74.17695",10314
8623,"40.678993,-73.7298",11422
8624,"40.819748,-73.91427",10455
8625,"40.752213,-73.72574",11426
8626,"40.61701,-73.969124",11230
8627,"40.697536,-73.87106",11385
8628,"40.75544,-73.72199",11362
8629,"40.734894,-74.00316",10014
8630,"40.584793,-74.16034",10314
8631,"40.738884,-73.79367",11365
8632,"40.725147,-73.86971",11374
8633,"40.621246,-74.168884",10314
8634,"40.589935,-74.145676",10314
8635,"40.649036,-73.94747",11226
8636,"40.58648,-73.93634",11235
8637,"40.619484,-73.918274",11234
8638,"40.807507,-73.92701",10454
8639,"40.878056,-73.892136",10468
8640,"40.830215,-73.88559",10459
8641,"40.847168,-73.93394",10033
8642,"40.667465,-73.77176",11434
8643,"40.78757,-73.815315",11357
8644,"40.725517,-73.896416",11378
8645,"40.682037,-74.00232",11231
8646,"40.871967,-73.89909",10468
8647,"40.71348,-73.965515",11249
8648,"40.624676,-74.04134",11209
8649,"40.776752,-73.897285",11105
8650,"40.610214,-74.1202",10314
8651,"40.760994,-73.82443",11354
8652,"40.66594,-73.833084",11414
8653,"40.683434,-73.8343",11417
8654,"40.582977,-73.98042",11223
8655,"40.62725,-74.1519",10303
8656,"40.768124,-73.90383",11105
8657,"40.760532,-73.753716",11362
8658,"40.70324,-73.91439",11237
8659,"40.59255,-73.9946",11214
8660,"40.895805,-73.89671",10463
8661,"40.677322,-73.790955",11436
8662,"40.821144,-73.8889",10459
8663,"40.732864,-73.76371",11364
8664,"40.735027,-73.98593",10003
8665,"40.69829,-73.94341",11206
8666,"40.81364,-73.95609",10027
8667,"40.74434,-73.99034",10010
8668,"40.706825,-73.759865",11412
8669,"40.844753,-73.90539",10457
8670,"40.612488,-73.89707",11234
8671,"40.833942,-73.88662",10460
8672,"40.852665,-73.90038",10457
8673,"40.677074,-73.98329",11215
8674,"40.706863,-74.01242",10004
8675,"40.86113,-73.90223",10468
8676,"40.72021,-73.9994",10013
8677,"40.67904,-73.8044",11420
8678,"40.727978,-73.871025",11374
8679,"40.8462,-73.93138",10033
8680,"40.710426,-74.00392",10038
8681,"40.635887,-73.87999",11236
8682,"40.831856,-73.90228",10456
8683,"40.743343,-73.97203",10016
8684,"40.706345,-73.85159",11418
8685,"40.635498,-73.97863",11218
8686,"40.899548,-73.892136",10463
8687,"40.85228,-73.87159",10460
8688,"40.687782,-73.95647",11216
8689,"40.685863,-73.97315",11217
8690,"40.760536,-73.95836",10065
8691,"40.710716,-73.95359",11211
8692,"40.784775,-73.9467",10029
8693,"40.63707,-74.15033",10303
8694,"40.828815,-73.90828",10456
8695,"40.77022,-73.83055",11354
8696,"40.639935,-74.02437",11220
8697,"40.865242,-73.90593",10468
8698,"40.707653,-73.93984",11206
8699,"40.74368,-74.00049",10011
8700,"40.716167,-73.80475",11432
8701,"40.691914,-73.835655",11419
8702,"40.737396,-73.935165",11101
8703,"40.677414,-73.73206",11422
8704,"40.71351,-73.73154",11429
8705,"40.71385,-73.76746",11423
8706,"40.666187,-73.79176",11436
8707,"40.85535,-73.91836",10453
8708,"40.740467,-73.97295",10016
8709,"40.641468,-74.03323",11220
8710,"40.893623,-73.85525",10466
8711,"40.687824,-73.99328",11201
8712,"40.661327,-73.93141",11203
8713,"40.637295,-73.96823",11218
8714,"40.60832,-73.75407",11691
8715,"40.767487,-73.9017",11377
8716,"40.72026,-73.99388",10002
8717,"40.822784,-73.9574",10031
8718,"40.65503,-73.97934",11218
