,latlon,zip_code
2704,"40.719128,-74.00694",10013
2705,"40.69132,-73.83142",11419
2706,"40.68986,-73.95147",11205
2707,"40.748543,-74.00411",10001
2708,"40.63333,-73.92069",11234
2709,"40.70577,-73.959984",11211
2710,"40.702892,-73.94572",11206
2711,"40.728237,-73.94835",11222
2712,"40.86588,-73.9198",10034
2713,"40.6645,-73.88104",11207
2714,"40.577686,-74.166115",10314
2715,"40.657185,-73.83073",11414
2716,"40.789345,-73.94735",10029
2717,"40.76025,-73.969635",10022
2718,"40.86449,-73.89312",10458
2719,"40.610123,-73.96124",11229
2720,"40.768654,-73.79423",11358
2721,"40.6784,-73.91308",11233
2722,"40.802708,-73.95346",10026
2723,"40.698025,-73.936584",11206
2724,"40.687183,-73.9766",11217
2725,"40.777504,-73.954956",10028
2726,"40.741356,-73.989136",10010
2727,"40.864933,-73.89523",10468
2728,"40.656063,-73.93971",11203
2729,"40.67048,-73.91751",11233
2730,"40.788055,-73.94433",10029
2731,"40.86682,-73.89591",10468
2732,"40.676273,-73.938774",11213
2733,"40.725983,-73.952065",11222
2734,"40.727707,-73.81179",11367
2735,"40.758705,-73.98928",10036
2736,"40.595596,-73.96609",11223
2737,"40.68527,-73.976326",11217
2738,"40.789734,-73.9661",10025
2739,"40.72618,-74.00172",10012
2740,"40.66538,-73.73231",11422
2741,"40.82345,-73.90617",10456
2742,"40.688213,-73.9648",11238
2743,"40.697193,-73.72752",11411
2744,"40.754528,-73.7719",11364
2745,"40.817753,-73.888664",10474
2746,"40.67337,-73.91399",11233
2747,"40.65415,-73.949936",11226
2748,"40.865417,-73.868225",10467
2749,"40.678596,-73.882416",11208
2750,"40.664803,-73.89209",11207
2751,"40.676807,-73.95576",11238
2752,"40.700512,-73.796776",11433
2753,"40.751266,-73.90288",11377
2754,"40.702595,-73.8553",11385
2755,"40.693863,-73.92971",11221
2756,"40.781265,-73.97599",10024
2757,"40.896534,-73.852295",10466
2758,"40.63944,-74.00851",11220
2759,"40.753544,-73.99464",10001
2760,"40.619007,-73.964096",11230
2761,"40.789673,-73.96986",10024
2762,"40.711555,-73.7357",11429
2763,"40.772865,-73.9822",10023
2764,"40.734703,-73.986145",10003
2765,"40.768192,-73.924164",11102
2766,"40.639915,-73.92717",11203
2767,"40.89316,-73.852425",10466
2768,"40.713688,-73.99459",10002
2769,"40.60639,-74.08723",10304
2770,"40.720165,-73.99281",10002
2771,"40.739902,-73.791275",11365
2772,"40.728413,-73.99426",10012
2773,"40.862328,-73.90144",10468
2774,"40.655987,-74.002686",11232
2775,"40.69805,-73.925995",11221
2776,"40.758327,-73.96894",10022
2777,"40.754055,-73.99583",10001
2778,"40.651646,-73.93215",11203
2779,"40.751278,-73.9736",10017
2780,"40.642883,-73.889496",11236
2781,"40.681805,-73.94987",11216
2782,"40.818523,-73.90351",10455
2783,"40.700443,-73.93296",11206
2784,"40.804523,-73.95158",10026
2785,"40.688313,-73.86745",11208
2786,"40.732872,-73.78379",11366
2787,"40.84942,-73.91113",10453
2788,"40.74895,-73.93729",11101
2789,"40.744503,-73.855576",11368
2790,"40.81847,-73.9414",10030
2791,"40.757236,-73.966805",10022
2792,"40.75909,-73.96547",10022
2793,"40.677242,-73.81074",11420
2794,"40.622597,-73.9943",11219
2795,"40.713837,-73.95159",11211
2796,"40.747204,-73.99711",10001
2797,"40.732162,-73.99431",10003
2798,"40.6638,-73.98418",11215
2799,"40.69335,-73.93414",11221
2800,"40.680218,-73.97789",11217
2801,"40.67602,-73.985146",11215
2802,"40.71388,-73.75404",11423
2803,"40.524002,-74.215065",10309
2804,"40.5728,-73.995735",11224
2805,"40.57704,-73.96406",11235
2806,"40.845394,-73.83088",10461
2807,"40.61196,-74.13771",10314
2808,"40.855785,-73.90558",10453
2809,"40.7806,-73.98556",10023
2810,"40.741478,-73.92189",11104
2811,"40.696564,-73.955574",11205
2812,"40.8995,-73.857",10470
2813,"40.7406,-73.989426",10010
2814,"40.769962,-73.982666",10023
2815,"40.769783,-73.92417",11102
2816,"40.720165,-73.844795",11375
2817,"40.74175,-73.82528",11367
2818,"40.831387,-73.90214",10456
2819,"40.76258,-73.83498",11354
2820,"40.70413,-73.94444",11206
2821,"40.71173,-73.943054",11211
2822,"40.75277,-73.99483",10001
2823,"40.709106,-73.870125",11385
2824,"40.607426,-73.94301",11229
2825,"40.597607,-73.96764",11223
2826,"40.610203,-73.96045",11229
2827,"40.590096,-73.991295",11214
2828,"40.81334,-73.941414",10037
2829,"40.814304,-73.940704",10037
2830,"40.8164,-73.91705",10455
2831,"40.695034,-73.84536",11418
2832,"40.6376,-74.13366",10302
2833,"40.747917,-73.9736",10016
2834,"40.64554,-74.01708",11220
2835,"40.647625,-73.97727",11218
2836,"40.702686,-73.92084",11237
2837,"40.865818,-73.92645",10034
2838,"40.76024,-73.815025",11355
2839,"40.60219,-73.96892",11223
2840,"40.70253,-73.94506",11206
2841,"40.806316,-73.9212",10454
2842,"40.72531,-73.99514",10012
2843,"40.716965,-73.99443",10002
2844,"40.792545,-73.94104",10029
2845,"40.62508,-73.962326",11230
2846,"40.787857,-73.951614",10029
2847,"40.526867,-74.222145",10309
2848,"40.67521,-73.792305",11436
2849,"40.746185,-73.78101",11365
2850,"40.757183,-73.83396",11354
2851,"40.678947,-73.86534",11208
2852,"40.66617,-73.88322",11207
2853,"40.67285,-73.88049",11208
2854,"40.6468,-73.88496",11239
2855,"40.624897,-73.96392",11230
2856,"40.681385,-73.84748",11417
2857,"40.72693,-73.87057",11374
2858,"40.647243,-73.96048",11226
2859,"40.72455,-74.00194",10012
2860,"40.83898,-73.9186",10452
2861,"40.843906,-73.92413",10452
2862,"40.714363,-74.003716",10007
2863,"40.81394,-73.948425",10027
2864,"40.763515,-73.9142",11103
2865,"40.61358,-74.158325",10314
2866,"40.812485,-73.92917",10451
2867,"40.742672,-73.91404",11377
2868,"40.568695,-74.106445",10306
2869,"40.679527,-73.97788",11217
2870,"40.801285,-73.95394",10026
2871,"40.619972,-73.98933",11204
2872,"40.579563,-73.96228",11235
2873,"40.7737,-73.80689",11354
2874,"40.82175,-73.91307",10451
2875,"40.690044,-73.79194",11433
2876,"40.654274,-73.90994",11212
2877,"40.67295,-73.92517",11233
2878,"40.76032,-73.83463",11354
2879,"40.83001,-73.89735",10459
2880,"40.705196,-73.898544",11385
2881,"40.80638,-73.93594",10035
2882,"40.59888,-73.95133",11229
2883,"40.603683,-73.9554",11229
2884,"40.582497,-73.97315",11224
2885,"40.610718,-73.95253",11229
2886,"40.769604,-73.828636",11354
2887,"40.609787,-73.996445",11214
2888,"40.742706,-73.984535",10016
2889,"40.744987,-73.991844",10001
2890,"40.76912,-73.95505",10021
2891,"40.86523,-73.92472",10034
2892,"40.829857,-73.886734",10459
2893,"40.597614,-73.951096",11229
2894,"40.708355,-73.96099",11211
2895,"40.598614,-73.988365",11214
2896,"40.64311,-74.016075",11220
2897,"40.699406,-73.95338",11206
2898,"40.697433,-73.898605",11385
2899,"40.65817,-73.83479",11414
2900,"40.593002,-73.98874",11214
2901,"40.783146,-73.97833",10024
2902,"40.868095,-73.90027",10468
2903,"40.691948,-73.730675",11411
2904,"40.814495,-73.808945",10465
2905,"40.631424,-74.14372",10302
2906,"40.68318,-73.7893",11434
2907,"40.81076,-73.93878",10037
2908,"40.605614,-73.95258",11229
2909,"40.65768,-73.887794",11207
2910,"40.755978,-73.939095",11101
2911,"40.77303,-73.97829",10021
2912,"40.727703,-73.98188",10009
2913,"40.692562,-73.80891",11435
2914,"40.62728,-74.166176",10303
2915,"40.760715,-73.830696",11354
2916,"40.731018,-73.985916",10003
2917,"40.627884,-73.959",11230
2918,"40.641533,-73.95923",11226
2919,"40.640854,-73.95015",11226
2920,"40.612823,-73.98255",11204
2921,"40.664692,-73.729836",11422
2922,"40.874714,-73.84512",10469
2923,"40.714096,-73.9559",11211
2924,"40.69471,-73.751305",11412
2925,"40.822838,-73.81948",10465
2926,"40.707016,-73.79826",11432
2927,"40.683563,-73.86422",11416
2928,"40.8422,-73.839096",10461
2929,"40.79167,-73.95093",10029
2930,"40.59984,-73.98587",11214
2931,"40.701355,-73.88794",11385
2932,"40.68781,-73.9237",11221
2933,"40.66031,-73.76776",11434
2934,"40.601486,-74.193275",10314
2935,"40.749264,-73.88884",11372
2936,"40.67016,-73.98837",11215
2937,"40.723843,-74.00612",10013
2938,"40.659504,-73.89754",11207
2939,"40.711124,-73.949234",11211
2940,"40.65417,-73.911354",11212
2941,"40.565426,-74.13501",10306
2942,"40.765892,-73.78027",11361
2943,"40.82804,-73.94251",10031
2944,"40.612362,-74.15927",10314
2945,"40.84411,-73.86941",10462
2946,"40.658028,-73.94744",11203
2947,"40.68174,-73.95859",11238
2948,"40.876263,-73.9017",10463
2949,"40.863667,-73.8975",10468
2950,"40.706573,-73.922874",11237
2951,"40.846733,-73.90649",10457
2952,"40.708076,-73.78238",11433
2953,"40.703316,-74.007774",10005
2954,"40.676304,-73.82029",11420
2955,"40.788315,-73.97651",10024
2956,"40.585762,-73.9518",11235
2957,"40.88845,-73.841965",10466
2958,"40.886295,-73.847916",10466
2959,"40.680042,-73.87735",11208
2960,"40.69578,-73.917076",11221
2961,"40.802788,-73.95553",10026
2962,"40.709694,-73.79352",11432
2963,"40.762962,-73.97188",10022
2964,"40.615673,-74.16171",10314
2965,"40.65911,-73.89922",11207
2966,"40.755398,-73.75439",11364
2967,"40.76573,-73.926445",11106
2968,"40.746735,-73.8332",11355
2969,"40.76948,-73.95787",10021
2970,"40.822456,-73.92692",10451
2971,"40.681633,-73.9318",11233
2972,"40.70971,-74.01656",10280
2973,"40.69952,-73.989815",11201
2974,"40.759686,-73.77183",11361
2975,"40.867676,-73.89855",10468
2976,"40.677006,-73.81261",11420
2977,"40.753304,-73.912575",11377
2978,"40.625,-74.13593",10302
2979,"40.752724,-73.996796",10001
2980,"40.71823,-73.85398",11375
2981,"40.820305,-73.89083",10459
2982,"40.69918,-73.941284",11206
2983,"40.62549,-74.151955",10303
2984,"40.690517,-73.84766",11421
2985,"40.7089,-73.95473",11211
2986,"40.883736,-73.8308",10475
2987,"40.67757,-73.88604",11207
2988,"40.895523,-73.8504",10466
2989,"40.699158,-73.927055",11221
2990,"40.88027,-73.90613",10463
2991,"40.86052,-73.89257",10458
2992,"40.873062,-73.91177",10034
2993,"40.823624,-73.92308",10451
2994,"40.700535,-73.90984",11385
2995,"40.581764,-73.83831",11694
2996,"40.631943,-73.95463",11210
2997,"40.72033,-74.00551",10013
2998,"40.6544,-73.92044",11212
2999,"40.639023,-73.941536",11203
3000,"40.60891,-73.990204",11214
3001,"40.584057,-74.16102",10314
3002,"40.74273,-73.95412",11101
3003,"40.601948,-73.99382",11214
3004,"40.83142,-73.92644",10452
3005,"40.66115,-73.98018",11215
3006,"40.613396,-74.00063",11214
3007,"40.71787,-73.997116",10013
3008,"40.63674,-73.94035",11210
3009,"40.755627,-73.794754",11358
3010,"40.687344,-73.97985",11217
3011,"40.829597,-73.94814",10031
3012,"40.63179,-74.15645",10303
3013,"40.601955,-73.745415",11691
3014,"40.711243,-73.98974",10002
3015,"40.710346,-73.76904",11423
3016,"40.71091,-73.85373",11375
3017,"40.869495,-73.82619",10475
3018,"40.633957,-74.13612",10302
3019,"40.756397,-73.804535",11358
3020,"40.672665,-73.861694",11208
3021,"40.59709,-73.99523",11214
3022,"40.670723,-73.87519",11208
3023,"40.713875,-73.77274",11423
3024,"40.713654,-74.01172",10007
3025,"40.749054,-73.99576",10001
3026,"40.774292,-73.95127",10028
3027,"40.67973,-73.853264",11417
3028,"40.580082,-73.83627",11694
3029,"40.654488,-73.979034",11218
3030,"40.863113,-73.920616",10034
3031,"40.689507,-73.764366",11412
3032,"40.840828,-73.84797",10461
3033,"40.66003,-73.92179",11212
3034,"40.65698,-73.92515",11212
3035,"40.609886,-73.98556",11204
3036,"40.672348,-73.91409",11233
3037,"40.73381,-73.98072",10009
3038,"40.766167,-73.954254",10021
3039,"40.833557,-73.85774",10462
3040,"40.86804,-73.879105",10458
3041,"40.679367,-73.931335",11213
3042,"40.81304,-73.908165",10455
3043,"40.843994,-73.89752",10457
3044,"40.74184,-73.88101",11373
3045,"40.757946,-73.78671",11358
3046,"40.695995,-73.782776",11433
3047,"40.699997,-73.95723",11206
3048,"40.607117,-74.16236",10314
3049,"40.524612,-74.230446",10309
3050,"40.709152,-74.01055",10007
3051,"40.717537,-73.98",10002
3052,"40.598835,-73.95641",11229
3053,"40.680477,-73.951164",11216
3054,"40.740185,-73.986374",10010
3055,"40.7213,-73.94874",11222
3056,"40.72775,-73.97619",10009
3057,"40.611824,-74.17596",10314
3058,"40.6643,-73.92918",11213
3059,"40.657837,-73.95033",11225
3060,"40.6884,-73.95118",11216
3061,"40.745243,-73.9848",10016
3062,"40.659107,-73.99576",11232
3063,"40.608746,-73.95829",11229
3064,"40.765984,-73.965454",10065
3065,"40.696033,-73.98453",11201
3066,"40.657555,-73.734146",11422
3067,"40.7473,-73.828995",11355
3068,"40.701637,-73.942276",11206
3069,"40.86939,-73.84997",10469
3070,"40.686825,-73.93881",11221
3071,"40.85396,-73.90944",10453
3072,"40.74614,-73.81417",11355
3073,"40.837997,-73.921036",10452
3074,"40.741047,-73.91818",11377
3075,"40.81634,-73.86085",10473
3076,"40.704044,-74.01319",10004
3077,"40.73166,-73.98545",10003
3078,"40.75267,-73.93641",11101
3079,"40.736927,-73.895966",11377
3080,"40.723022,-73.99882",10012
3081,"40.73516,-73.89784",11377
3082,"40.820965,-73.939575",10030
3083,"40.836437,-73.91842",10452
3084,"40.593384,-73.94442",11229
3085,"40.794735,-73.96988",10025
3086,"40.83553,-73.86317",10460
3087,"40.66004,-73.91509",11212
3088,"40.63259,-74.16037",10303
3089,"40.686344,-73.9234",11221
3090,"40.69885,-73.938576",11206
3091,"40.753216,-73.92258",11101
3092,"40.807556,-73.919235",10454
3093,"40.63592,-73.95247",11210
3094,"40.70279,-73.96343",11249
3095,"40.820393,-73.91397",10455
3096,"40.79531,-73.93592",10029
3097,"40.734768,-73.87459",11373
3098,"40.630253,-74.108116",10310
3099,"40.743122,-73.897545",11377
3100,"40.693832,-73.909615",11221
3101,"40.692425,-73.96075",11205
3102,"40.72845,-73.84926",11375
3103,"40.669975,-73.91988",11233
3104,"40.80569,-73.968124",10025
3105,"40.639755,-74.1339",10302
3106,"40.740837,-73.7583",11364
3107,"40.664062,-73.96111",11225
3108,"40.761353,-73.935394",11106
3109,"40.780415,-73.80314",11357
3110,"40.698383,-73.78691",11433
3111,"40.729473,-73.86549",11374
3112,"40.760532,-73.82156",11355
3113,"40.711597,-73.85819",11374
3114,"40.600426,-73.941895",11229
3115,"40.579372,-74.16948",10314
3116,"40.704845,-73.80112",11432
3117,"40.771053,-73.98715",10023
3118,"40.85404,-73.88646",10458
3119,"40.673485,-73.87969",11208
3120,"40.601433,-74.19343",10314
3121,"40.746616,-73.99382",10001
3122,"40.709015,-73.94855",11206
3123,"40.566494,-74.11377",10306
3124,"40.689842,-73.850075",11421
3125,"40.69225,-73.81791",11419
3126,"40.8531,-73.92915",10040
3127,"40.66879,-73.88839",11207
3128,"40.7674,-73.98238",10019
3129,"40.6104,-73.9586",11229
3130,"40.670734,-73.93373",11213
3131,"40.787693,-73.94148",10029
3132,"40.61799,-74.0365",11209
3133,"40.617588,-73.96382",11230
3134,"40.792698,-73.97508",10025
3135,"40.72443,-73.99347",10012
3136,"40.6048,-73.966805",11223
3137,"40.675533,-73.81448",11420
3138,"40.904243,-73.852165",10470
3139,"40.768436,-73.91996",11102
3140,"40.88452,-73.87762",10467
3141,"40.62086,-74.16078",10314
3142,"40.83611,-73.92238",10452
3143,"40.801815,-73.93929",10035
3144,"40.73374,-74.0063",10014
3145,"40.76829,-73.77709",11361
3146,"40.75892,-73.92566",11106
3147,"40.599598,-73.949455",11229
3148,"40.697544,-73.96967",11205
3149,"40.670116,-73.92248",11233
3150,"40.69182,-73.78779",11433
3151,"40.750225,-73.757385",11364
3152,"40.845222,-73.86613",10462
3153,"40.81636,-73.891815",10474
3154,"40.71376,-73.9793",10002
3155,"40.7661,-73.8118",11354
3156,"40.644547,-74.01091",11220
3157,"40.76164,-73.9102",11103
3158,"40.85391,-73.88364",10458
3159,"40.747627,-73.976746",10016
3160,"40.760365,-73.97377",10022
3161,"40.587967,-73.954346",11235
3162,"40.710934,-73.81506",11435
3163,"40.836025,-73.88967",10460
3164,"40.813232,-73.90908",10455
3165,"40.579826,-73.97622",11224
3166,"40.74498,-73.89325",11377
3167,"40.731506,-73.895805",11378
3168,"40.60536,-73.96174",11223
3169,"40.653774,-73.95617",11226
3170,"40.546577,-74.21988",10309
3171,"40.687935,-73.9154",11221
3172,"40.825428,-73.93631",10039
3173,"40.865574,-73.82314",10475
3174,"40.807087,-73.94178",10027
3175,"40.83664,-73.83382",10461
3176,"40.861923,-73.89357",10458
3177,"40.73992,-73.81513",11355
3178,"40.735924,-74.00073",10014
3179,"40.69746,-73.99303",11201
3180,"40.6835,-73.93516",11233
3181,"40.640945,-73.94852",11226
3182,"40.82923,-73.87551",10472
3183,"40.704033,-73.81711",11418
3184,"40.76211,-73.96016",10065
3185,"40.736546,-73.98905",10003
3186,"40.77622,-73.97596",10023
3187,"40.72713,-73.81248",11367
3188,"40.697678,-73.916374",11237
3189,"40.865364,-73.92439",10034
3190,"40.731773,-74.001175",10014
3191,"40.604027,-73.9523",11229
3192,"40.68789,-73.90724",11207
3193,"40.758396,-73.941666",11101
3194,"40.70242,-73.9867",11201
3195,"40.637608,-74.025276",11220
3196,"40.716927,-74.000824",10013
3197,"40.638596,-73.992",11219
3198,"40.694214,-73.95932",11205
3199,"40.743267,-73.874664",11373
3200,"40.818146,-73.89929",10459
3201,"40.757233,-73.97605",10017
3202,"40.767204,-73.910095",11103
3203,"40.702564,-73.99175",11201
3204,"40.769684,-73.82165",11354
3205,"40.711082,-73.854805",11375
3206,"40.575924,-73.99114",11224
3207,"40.832764,-73.94583",10032
3208,"40.59595,-74.07282",10305
3209,"40.87144,-73.867165",10467
3210,"40.663822,-73.98746",11215
3211,"40.838924,-73.86095",10462
3212,"40.749783,-73.80289",11358
3213,"40.68107,-73.94972",11216
3214,"40.898853,-73.84786",10466
3215,"40.78722,-73.952065",10029
3216,"40.75123,-73.9366",11101
3217,"40.884342,-73.886765",10467
3218,"40.695415,-73.90806",11237
3219,"40.676495,-73.913704",11233
3220,"40.669067,-73.86555",11208
3221,"40.732372,-74.00348",10014
3222,"40.729687,-73.99861",10012
3223,"40.718063,-73.94497",11211
3224,"40.706306,-73.919586",11237
3225,"40.64741,-74.018684",11232
3226,"40.665375,-73.934235",11213
3227,"40.58524,-74.093414",10305
3228,"40.6913,-73.9455",11216
3229,"40.703224,-73.82055",11418
3230,"40.589664,-73.9586",11235
3231,"40.70933,-74.01677",10280
3232,"40.73887,-73.81036",11365
3233,"40.86663,-73.87046",10467
3234,"40.82267,-73.92007",10451
3235,"40.742195,-73.81456",11355
3236,"40.659336,-73.92726",11203
3237,"40.827877,-73.93824",10039
3238,"40.878574,-73.88488",10468
3239,"40.655518,-74.00644",11232
3240,"40.65431,-74.004425",11232
3241,"40.830936,-73.91241",10456
3242,"40.751484,-73.99769",10001
3243,"40.675053,-73.947235",11213
3244,"40.831196,-73.90026",10456
3245,"40.71543,-74.00755",10007
3246,"40.718628,-74.00255",10013
3247,"40.854588,-73.90187",10453
3248,"40.8781,-73.85339",10469
3249,"40.68502,-73.97123",11238
3250,"40.637196,-74.00779",11220
3251,"40.730194,-73.887566",11378
3252,"40.71431,-73.987175",10002
3253,"40.808395,-73.95296",10027
3254,"40.783634,-73.816666",11357
3255,"40.661907,-73.99284",11232
3256,"40.597042,-73.985756",11214
3257,"40.75089,-73.75113",11364
3258,"40.672516,-73.93356",11213
3259,"40.667923,-73.861465",11208
3260,"40.66858,-73.98681",11215
3261,"40.730377,-73.98638",10003
3262,"40.823956,-73.877144",10472
3263,"40.700424,-73.9444",11206
3264,"40.71983,-73.98755",10002
3265,"40.626415,-74.15942",10303
3266,"40.79356,-73.96702",10025
3267,"40.692097,-73.988976",11201
3268,"40.608433,-74.15544",10314
3269,"40.68418,-73.983955",11217
3270,"40.64721,-74.01531",11220
3271,"40.616043,-73.94484",11229
3272,"40.661568,-73.95073",11225
3273,"40.82866,-73.87824",10472
3274,"40.826984,-73.904594",10456
3275,"40.581745,-73.95384",11235
3276,"40.81846,-73.91489",10455
3277,"40.760704,-73.858246",11369
3278,"40.642002,-73.898834",11236
3279,"40.66112,-73.920135",11212
3280,"40.881073,-73.878494",10467
3281,"40.741863,-73.90751",11377
3282,"40.72709,-73.991554",10003
3283,"40.72605,-73.98354",10009
3284,"40.740784,-73.815",11355
3285,"40.758533,-73.98885",10036
3286,"40.832024,-73.9159",10456
3287,"40.762566,-73.81859",11354
3288,"40.863125,-73.90469",10468
3289,"40.75595,-73.99074",10018
3290,"40.624443,-74.14895",10303
3291,"40.714676,-74.0059",10007
3292,"40.73032,-74.00469",10014
3293,"40.716785,-73.77162",11423
3294,"40.713078,-73.98507",10002
3295,"40.736385,-73.85905",11368
3296,"40.802444,-73.938835",10035
3297,"40.880157,-73.848076",10469
3298,"40.765057,-73.81293",11354
3299,"40.751427,-73.82",11355
3300,"40.879383,-73.82544",10475
3301,"40.60097,-73.98762",11214
3302,"40.881264,-73.83875",10469
3303,"40.83846,-73.90175",10457
3304,"40.725082,-73.99534",10012
3305,"40.725777,-73.79175",11366
3306,"40.84766,-73.83151",10461
3307,"40.744347,-73.98121",10016
3308,"40.638786,-73.94538",11210
3309,"40.658417,-73.929146",11203
3310,"40.66658,-73.89253",11207
3311,"40.73722,-73.9814",10010
3312,"40.6446,-74.02161",11220
3313,"40.87306,-73.87864",10467
3314,"40.681774,-73.9436",11216
3315,"40.75718,-73.97399",10022
3316,"40.76979,-73.988075",10019
3317,"40.630127,-73.99005",11219
3318,"40.784565,-73.95189",10128
3319,"40.859642,-73.90534",10468
3320,"40.83874,-73.913765",10452
3321,"40.79536,-73.96942",10025
3322,"40.611034,-73.95258",11229
3323,"40.876686,-73.82838",10475
3324,"40.87772,-73.84179",10469
3325,"40.706215,-73.75648",11412
3326,"40.831184,-73.913284",10456
3327,"40.662674,-73.94562",11225
3328,"40.789635,-73.94609",10029
3329,"40.62194,-73.91753",11234
3330,"40.766834,-73.89666",11370
3331,"40.700005,-73.7547",11412
3332,"40.623592,-73.97581",11230
3333,"40.703217,-73.82428",11418
3334,"40.66345,-73.94554",11225
3335,"40.816044,-73.91181",10455
3336,"40.70022,-73.96219",11249
3337,"40.64978,-73.94947",11226
3338,"40.694687,-73.91112",11221
3339,"40.71958,-73.75834",11427
3340,"40.608376,-74.00909",11228
3341,"40.608078,-73.979706",11223
3342,"40.750645,-73.94566",11101
3343,"40.58479,-74.0885",10305
3344,"40.68137,-73.94063",11216
3345,"40.866573,-73.83876",10469
3346,"40.869846,-73.915886",10034
3347,"40.860577,-73.90255",10468
3348,"40.68372,-73.78468",11434
3349,"40.749157,-73.9727",10017
3350,"40.74466,-73.906815",11377
3351,"40.88012,-73.88177",10467
3352,"40.647346,-74.007996",11220
3353,"40.687794,-73.862915",11421
3354,"40.764614,-73.937805",11106
3355,"40.604195,-73.97218",11223
3356,"40.67582,-73.930466",11213
3357,"40.699757,-73.79359",11433
3358,"40.851032,-73.888245",10457
3359,"40.729492,-74.00698",10014
3360,"40.743916,-73.92519",11104
3361,"40.58695,-74.16416",10314
3362,"40.690292,-73.98444",11201
3363,"40.751545,-73.87085",11372
3364,"40.735497,-73.869705",11373
3365,"40.762386,-73.911804",11103
3366,"40.607094,-73.99925",11214
3367,"40.744892,-73.77022",11364
3368,"40.675667,-73.86436",11208
3369,"40.636826,-74.011765",11220
3370,"40.755375,-73.83527",11355
3371,"40.824924,-73.86985",10472
3372,"40.757008,-73.96388",10022
3373,"40.7826,-73.79446",11357
3374,"40.68086,-73.95441",11216
3375,"40.62819,-74.137314",10302
3376,"40.7429,-73.89659",11377
3377,"40.66399,-73.92988",11213
3378,"40.73603,-73.99781",10011
3379,"40.81231,-73.91648",10454
3380,"40.739628,-74.00634",10014
3381,"40.769638,-73.9919",10019
3382,"40.655594,-73.94717",11226
3383,"40.689728,-73.99017",11201
3384,"40.59889,-73.99337",11214
3385,"40.60933,-73.98614",11204
3386,"40.815937,-73.909134",10455
3387,"40.703403,-73.917786",11237
3388,"40.799957,-73.96053",10025
3389,"40.75135,-73.818",11355
3390,"40.63084,-73.903076",11236
3391,"40.70546,-73.7949",11433
3392,"40.712902,-73.98694",10002
3393,"40.634792,-74.166245",10303
3394,"40.748306,-73.87104",11373
3395,"40.778774,-73.91445",11105
3396,"40.687565,-73.83441",11419
3397,"40.69302,-73.93706",11206
3398,"40.690666,-73.98537",11201
3399,"40.604618,-74.162384",10314
3400,"40.657,-73.91403",11212
3401,"40.75224,-73.820854",11355
3402,"40.684002,-73.81603",11419
3403,"40.632263,-74.13768",10302
3404,"40.74073,-73.981766",10016
3405,"40.70935,-73.962425",11211
3406,"40.820133,-73.91307",10455
3407,"40.79799,-73.96199",10025
3408,"40.681503,-73.904106",11207
3409,"40.670624,-73.895546",11207
3410,"40.592133,-74.15452",10314
3411,"40.639645,-74.008835",11220
3412,"40.640415,-74.01162",11220
3413,"40.618523,-73.99081",11204
3414,"40.8208,-73.90268",10456
3415,"40.65698,-73.88943",11207
3416,"40.643776,-74.008125",11220
3417,"40.609684,-73.98576",11204
3418,"40.579525,-73.95586",11235
3419,"40.735413,-73.91835",11377
3420,"40.72881,-73.99507",10012
3421,"40.799915,-73.96238",10025
3422,"40.701527,-73.986755",11201
3423,"40.67308,-73.91124",11233
3424,"40.69359,-73.80019",11435
3425,"40.820515,-73.930695",10451
3426,"40.78307,-73.77583",11360
3427,"40.671486,-73.94757",11216
3428,"40.71382,-73.92077",11385
3429,"40.77047,-73.79324",11358
3430,"40.631752,-74.15123",10303
3431,"40.825897,-73.93936",10039
3432,"40.70052,-73.82818",11418
3433,"40.654137,-73.91234",11212
3434,"40.638603,-73.94827",11226
3435,"40.603004,-73.96156",11223
3436,"40.66632,-73.85035",11414
3437,"40.856403,-73.9073",10453
3438,"40.7326,-73.987686",10003
3439,"40.57761,-73.96145",11235
3440,"40.63212,-74.132835",10302
3441,"40.696117,-73.970436",11205
3442,"40.683582,-73.953964",11216
3443,"40.729168,-74.0012",10012
3444,"40.705795,-74.00987",10005
3445,"40.85315,-73.90561",10453
3446,"40.75396,-73.924164",11101
3447,"40.84271,-73.885666",10460
3448,"40.623154,-73.99372",11219
3449,"40.742023,-73.98292",10016
3450,"40.86446,-73.91895",10034
3451,"40.74835,-73.967865",10017
3452,"40.743263,-73.98202",10016
3453,"40.72983,-74.010666",10014
3454,"40.68424,-73.83808",11416
3455,"40.852894,-73.93273",10033
3456,"40.689102,-73.94507",11216
3457,"40.58153,-73.96734",11235
3458,"40.73403,-73.995056",10011
3459,"40.64606,-74.01648",11220
3460,"40.676815,-73.82338",11420
3461,"40.686577,-73.947464",11216
3462,"40.59703,-74.09337",10304
3463,"40.782734,-73.955345",10128
3464,"40.83945,-73.91209",10456
3465,"40.765427,-73.7246",11362
3466,"40.673588,-73.96296",11238
3467,"40.60086,-74.137726",10314
3468,"40.676056,-73.87652",11208
3469,"40.86443,-73.83069",10475
3470,"40.69822,-73.943954",11206
3471,"40.771076,-73.91872",11102
3472,"40.598206,-73.96211",11223
3473,"40.618557,-73.95504",11230
3474,"40.824245,-73.82569",10465
3475,"40.64663,-73.95566",11226
3476,"40.675644,-73.94161",11213
3477,"40.656483,-73.96008",11225
3478,"40.675987,-73.91932",11233
3479,"40.786438,-73.942406",10029
3480,"40.653984,-73.927704",11203
